Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Kwang Hyun Kim",,0.052400000393390656,0.06669999659061432,0.06120000034570694,4.854149758815765,0.25290000438690186,0.15889999270439148,0,0,,1,4.436999797821045,1.0705000162124634,0.5791000127792358,0.5393499732017517,0.14766666293144226,0.4140999913215637,,0.03500000014901161,0.7448999881744385,6.704099893569946,3.7268999218940735,1.7988408688373927,1.3289999663829803,0.16788371019089285,0.09332882807993885,0.074554882110954,0.2684370390920459,1.484600007534027,0.2981370039982336,0.7086028686174752,0.42499845414224785,,5.032206975668669,0.004329564724033813,,,,,,,,,2.9429000057280064,2.9429000057280064,3.2228333838284016,3.2228333838284016,,,,,,,,,,,,,,,,,,,"Kwang Hyun Kim","27458",547942
"Kyle Luckham","WSN",0.04520000144839287,0.07620000094175339,0.06159999966621399,5.2011900544166565,0.18199999630451202,0.17399999499320984,0,0,,1,4.413000106811523,1.1345000267028809,0.6187000274658203,0.5779100060462952,0.1644444465637207,0.33250001072883606,,0.04610000178217888,0.6054999828338623,5.449499845504761,2.9925000965595245,1.8210525211912432,1.4800000190734863,0.137208241146259,0.0753455705146297,0.06186267063162931,0.28120662308768424,1.467000037431717,0.29715691671616146,0.685895236451381,0.440716273385659,,5.31761823669076,0.004260987315943837,,,,,,,,,2.502833165973425,2.502833165973425,2.9374221228063107,2.9374221228063107,,,,,,,,,,,,,,,,,,,"Kyle Luckham","sa3020378",680734
"John Michael Bertrand","SFG",0.05169999971985817,0.06560000032186508,0.05990000069141388,4.601970076560974,0.3163999915122986,0.1454000025987625,0,0,,1,4.406000137329102,1.1083999872207642,0.5548999905586243,0.5113300085067749,0.12388888746500015,0.3506999909877777,,0.03970000147819519,0.6514000296592712,5.862600266933441,3.1562999188899994,1.8574281334440448,1.1149999871850014,0.1478438514198838,0.07959600092077404,0.06824785049910975,0.27602349517759167,1.4590999782085419,0.30383226503917404,0.7032987938850506,0.49136633652927575,,4.733995814621449,0.004207757640231607,,,,,,,,,3.1259267993271354,3.1259267993271354,3.521044544875622,3.521044544875622,,,,,,,,,,,,,,,,,,,"John Michael Bertrand","sa3020082",802609
"J.A. Happ",,0.05130000039935112,0.07010000199079514,0.06419999897480011,5.097780168056488,0.1754000037908554,0.1754000037908554,0,0,,1,4.39900016784668,1.1002000570297241,0.6026999950408936,0.5664200186729431,0.17711110413074493,0.32429999113082886,,0.03739999979734421,0.7430999875068665,6.687899887561798,2.9186999201774597,2.291396878907362,1.5939999371767044,0.16892474634085217,0.07372129546645924,0.09520345087439293,0.2725088571118976,1.424500048160553,0.29613813646131176,0.6984861613470646,0.37799994697192857,,5.156384710967541,0.004186494324001785,,,,,,,,,2.7621132731437688,2.7621132731437688,3.0986556485295296,3.0986556485295296,,,,,,,,,,,,,,,,,,,"J.A. Happ","7410",457918
"Samy Natera Jr.","LAA",0.051500000059604645,0.06989999860525131,0.06360000371932983,5.131710112094879,0.1754000037908554,0.1754000037908554,0,0,,1,4.473999977111816,1.0268000364303589,0.6079999804496765,0.5701900124549866,0.16411110758781433,0.49239999055862427,,0.054499998688697815,0.8464000225067139,7.617600202560425,4.431599915027618,1.718927779723308,1.476999968290329,0.1891819460967244,0.11005811199768765,0.07912383409903674,0.2614652134153374,1.5192000269889832,0.29578695212535355,0.7066609406147383,0.4003527377031063,,5.336384680867195,0.004163306761225361,,,,,,,,,2.7638533592224124,2.7638533592224124,2.918655678629875,2.918655678629875,,,,,,,,,,,,,,,,,,,"Samy Natera Jr.","sa3020862",696519
"Landon Marceaux","NYM",0.052400000393390656,0.06880000233650208,0.06719999760389328,4.941810250282288,0.1754000037908554,0.1754000037908554,0,0,,1,4.410999774932861,1.1240999698638916,0.5910999774932861,0.5490900278091431,0.15644444525241852,0.3222000002861023,,0.04149999842047691,0.6456999778747559,5.811299800872803,2.8998000025749207,2.004034690569202,1.4080000072717667,0.1463840423534331,0.07304466486648288,0.07333937748695023,0.27774072394311417,1.446299970149994,0.29818465352894946,0.6968267736369514,0.4618830093687226,,5.088518188148737,0.004162739531514583,,,,,,,,,2.7533733613789084,2.7533733613789084,3.1665221713483334,3.1665221713483334,,,,,,,,,,,,,,,,,,,"Landon Marceaux","sa3017913",669465
"Michael Pineda",,0.05050000175833702,0.07090000063180923,0.06289999932050705,5.165730178356171,0.1754000037908554,0.1754000037908554,0,0,,1,4.36899995803833,1.1414999961853027,0.6108999848365784,0.5739700198173523,0.18244443833827972,0.25690001249313354,,0.03539999946951866,0.6707000136375427,6.0363001227378845,2.312100112438202,2.610743406076982,1.6419999450445175,0.15351339438755346,0.05880064430316017,0.09471275008439328,0.2800058898826086,1.3984000086784363,0.29751482783603495,0.688989783776613,0.38999438548599663,,5.162318066507578,0.004134937974054093,,,,,,,,,2.6525334097445006,2.6525334097445006,3.0927222929894924,3.0927222929894924,,,,,,,,,,,,,,,,,,,"Michael Pineda","5372",501381
"Seth Johnson","BAL",0.05389999970793724,0.06729999929666519,0.06889999657869339,4.857930064201355,0.1754000037908554,0.1754000037908554,0,0,,1,4.4029998779296875,1.0535000562667847,0.5792999863624573,0.5397700071334839,0.15477778017520905,0.38690000772476196,,0.043299999088048935,0.7910000085830688,7.11900007724762,3.4821000695228577,2.044455913130353,1.3930000215768814,0.1796502454038225,0.08787190970958743,0.09177833569423506,0.2651782346062686,1.4404000639915466,0.2968998083394582,0.7036791830545167,0.43495743014711064,,4.975751505047083,0.00413416569700331,,,,,,,,,3.0485331542789935,3.0485331542789935,3.2792888544499874,3.2792888544499874,,,,,,,,,,,,,,,,,,,"Seth Johnson","26020",686751
"Bo Takahashi",,0.051600001752376556,0.06949999928474426,0.06400000303983688,5.060429871082306,0.18529999256134033,0.17329999804496765,0,0,,1,4.39900016784668,1.0640000104904175,0.5989000201225281,0.5622699856758118,0.17166666686534882,0.3612000048160553,,0.044599998742341995,0.7788000106811523,7.009200096130371,3.2508000433444977,2.156146180224344,1.5450000017881393,0.1770402320903699,0.08210956831876265,0.09493066377160725,0.2664529617137429,1.4252000153064728,0.2932670072858063,0.6973780324398183,0.3859825078128455,,5.146507018059492,0.004133107656909203,,,,,,,,,2.862299980968237,2.862299980968237,3.108533341437578,3.108533341437578,,,,,,,,,,,,,,,,,,,"Bo Takahashi","sa830370",649963
"Collin Lowe","MIA",0.04800000041723251,0.07029999792575836,0.0551999993622303,5.048189878463745,0.28760001063346863,0.15160000324249268,0,0,,1,4.414999961853027,1.1339999437332153,0.6025000214576721,0.5609099864959717,0.14933332800865173,0.32690000534057617,,0.04749999940395355,0.6305999755859375,5.6753997802734375,2.9421000480651855,1.929030178292459,1.3439999520778656,0.14283125278245015,0.07404303695698615,0.068788215825464,0.2806513774614598,1.4608999490737915,0.3019832201072815,0.6857142517043687,0.45505083547328035,,5.058373686671257,0.004110607348950224,,,,,,,,,2.75280014872551,2.75280014872551,3.1966666728258133,3.1966666728258133,,,,,,,,,,,,,,,,,,,"Collin Lowe","sa3019850",806331
"Brandon Knarr","MIL",0.05180000141263008,0.06679999828338623,0.06069999933242798,4.783050298690796,0.2727000117301941,0.15469999611377716,0,0,,1,4.406000137329102,1.0365999937057495,0.5699999928474426,0.5314500331878662,0.15933333337306976,0.4025999903678894,,0.039799999445676804,0.7815999984741211,7.03439998626709,3.6233999133110046,1.9413810660052613,1.4340000003576279,0.17739445622167493,0.09137539215147274,0.0860190640702022,0.2615299109713454,1.439199984073639,0.2902293616303544,0.7147242648686387,0.4127560150478266,,5.090373665839434,0.004058538818720909,,,,,,,,,2.981040043383837,2.981040043383837,3.1646666936576366,3.1646666936576366,,,,,,,,,,,,,,,,,,,"Brandon Knarr","sa3015005",687822
"Adam Wainwright","STL",0.05290000140666962,0.06830000132322311,0.06499999761581421,5.059979796409607,0.1754000037908554,0.1754000037908554,0,0,,1,4.421000003814697,1.1483999490737915,0.6029000282287598,0.5622199773788452,0.15833333134651184,0.3156999945640564,,0.037700001150369644,0.6115000247955322,5.50350022315979,2.8412999510765076,1.9369655854443075,1.4249999821186066,0.13831712831212264,0.0714091821514707,0.06690794616065195,0.2823286328023535,1.464099943637848,0.30022337000083804,0.6931558655451373,0.4313312949468275,,5.150573604553938,0.004038995868260731,,,,,,,,,2.6294602192938332,2.6294602192938332,3.1044667549431324,3.1044667549431324,,,,,,,,,,,,,,,,,,,"Adam Wainwright","2233",425794
"James Kaprielian",,0.0494999997317791,0.07090000063180923,0.05810000002384186,5.243939638137817,0.21170000731945038,0.16769999265670776,0,0,,1,4.440999984741211,1.0542000532150269,0.6176999807357788,0.5826599597930908,0.17622222006320953,0.4041000008583069,,0.04690000042319298,0.8105999827384949,7.295399844646454,3.636900007724762,2.0059390770026813,1.5859999805688858,0.18252645474524376,0.09099302009609327,0.0915334346491505,0.26421054074815675,1.4583000540733337,0.2923496034122393,0.69379972153367,0.35399828612319545,,5.277729258686304,0.004037146834374091,,,,,,,,,2.7597465164959436,2.7597465164959436,2.977311100810766,2.977311100810766,,,,,,,,,,,,,,,,,,,"James Kaprielian","18331",621076
"Trevor Cahill",,0.05040000006556511,0.07010000199079514,0.06120000034570694,5.119470119476318,0.20509999990463257,0.16910000145435333,0,0,,1,4.452000141143799,1.0741000175476074,0.6093000173568726,0.5688300132751465,0.15244443714618683,0.4242999851703644,,0.0471000000834465,0.7613000273704529,6.851700246334076,3.8186998665332794,1.7942494790914891,1.3719999343156815,0.17100179767174517,0.09530547433032069,0.07569632334142448,0.26983368725399115,1.4984000027179718,0.3005213394924037,0.6919185621624998,0.44300153009567406,,5.128417943418026,0.0040179745759388544,,,,,,,,,2.8406734764575963,2.8406734764575963,3.1266224160790443,3.1266224160790443,,,,,,,,,,,,,,,,,,,"Trevor Cahill","6249",502239
"Bubba Chandler","PIT",0.04960000142455101,0.07180000096559525,0.06390000134706497,5.115689814090729,0.1754000037908554,0.1754000037908554,0,0,,1,4.498000144958496,1.0533000230789185,0.6093000173568726,0.5684099793434143,0.14411111176013947,0.48500001430511475,,0.05180000141263008,0.7558000087738037,6.802200078964233,4.365000128746033,1.5583504875905592,1.2970000058412552,0.1680302321957301,0.10782570001664371,0.06020453217908639,0.2659042685835734,1.5383000373840332,0.2969954515019316,0.6950760212543046,0.43500724890651427,,5.227284841984511,0.003998178536061405,,,,,,,,,2.79005323573947,2.79005323573947,3.02775551751256,3.02775551751256,,,,,,,,,,,,,,,,,,,"Bubba Chandler","sa3017428",696149
"Kevin McGovern",,0.052299998700618744,0.06870000064373016,0.06560000032186508,4.968719780445099,0.18700000643730164,0.17299999296665192,0,0,,1,4.434999942779541,1.073099970817566,0.5910999774932861,0.552079975605011,0.15688888728618622,0.39899998903274536,,0.04600000008940697,0.7353000044822693,6.617700040340424,3.5909999012947083,1.842857204745247,1.411999985575676,0.16579481712945318,0.08996617681638135,0.07582864031307184,0.26894736423089954,1.4720999598503113,0.29576080181362235,0.7034181812782491,0.4140001301511332,,5.15899585261941,0.003978916938820335,,,,,,,,,2.81580680385232,2.81580680385232,3.0960445068776608,3.0960445068776608,,,,,,,,,,,,,,,,,,,"Kevin McGovern","sa3015131",678470
"Jack Cushing","OAK",0.04820000007748604,0.07119999825954437,0.06440000236034393,4.704569935798645,0.24879999458789825,0.1597999930381775,0,0,,1,4.311999797821045,1.0657000541687012,0.5605000257492065,0.5227299928665161,0.15644444525241852,0.2928999960422516,,0.0364999994635582,0.6931999921798706,6.2387999296188354,2.6360999643802643,2.366678052395312,1.4080000072717667,0.1607606736276196,0.06792671840807156,0.09283395521954803,0.26758903908677184,1.3586000502109528,0.2902229693751971,0.7003470984184907,0.40975489598726206,,4.890618149936199,0.003966718926834484,,,,,,,,,3.1031131803989416,3.1031131803989416,3.364422209560871,3.364422209560871,,,,,,,,,,,,,,,,,,,"Jack Cushing","sa1170342",681007
"Trent Palmer","TOR",0.05389999970793724,0.06549999862909317,0.06539999693632126,4.723829805850983,0.23649999499320984,0.16249999403953552,0,0,,1,4.428999900817871,1.0069999694824219,0.5651999711990356,0.524869978427887,0.14222222566604614,0.44760000705718994,,0.05649999901652336,0.8172000050544739,7.354800045490265,4.0284000635147095,1.825737247922027,1.2800000309944153,0.18451118161090216,0.10106119148355251,0.08344999012734965,0.2565670453992719,1.4545999765396118,0.29161499150967224,0.7084093162805661,0.4458279370439242,,4.9818293012678625,0.0039552687916155176,,,,,,,,,3.1545666955411433,3.1545666955411433,3.273211058229208,3.273211058229208,,,,,,,,,,,,,,,,,,,"Trent Palmer","sa3014491",694382
"Brian Van Belle","BOS",0.051100000739097595,0.06989999860525131,0.06030000001192093,5.239890038967133,0.18860000371932983,0.17260000109672546,0,0,,1,4.388000011444092,1.132599949836731,0.6204000115394592,0.5822100043296814,0.1734444499015808,0.2957000136375427,,0.04149999842047691,0.6802999973297119,6.122699975967407,2.6613001227378845,2.3006424279830995,1.5610000491142273,0.1550364620682453,0.06738833474620429,0.08764812732204103,0.2795990791963031,1.4282999634742737,0.3000121468920645,0.6814973651788505,0.4098823185784936,,5.160818249732256,0.003949987907104725,,,,,,,,,2.670873355120421,2.670873355120421,3.0942221097648144,3.0942221097648144,,,,,,,,,,,,,,,,,,,"Brian Van Belle","sa3014925",687003
"Justin Donatella",,0.05139999836683273,0.06880000233650208,0.06159999966621399,5.049540102481842,0.2150000035762787,0.16699999570846558,0,0,,1,4.394999980926514,1.0637999773025513,0.5972999930381775,0.5610600113868713,0.17166666686534882,0.35679998993873596,,0.04470000043511391,0.7842000126838684,7.057800114154816,3.2111999094486237,2.1978700526827897,1.5450000017881393,0.17843003779002306,0.08118316074793672,0.09724687704208634,0.26638286711384995,1.4205999672412872,0.293693549911229,0.6975542227023128,0.3839995077269133,,5.122806974500418,0.0039377123119958305,,,,,,,,,2.8865201108157637,2.8865201108157637,3.1322333849966526,3.1322333849966526,,,,,,,,,,,,,,,,,,,"Justin Donatella","sa875616",663393
"Dustin Saenz","WSN",0.04619999974966049,0.07500000298023224,0.06300000101327896,5.0896798968315125,0.19110000133514404,0.1720999926328659,0,0,,1,4.433000087738037,1.131500005722046,0.6072999835014343,0.5655199885368347,0.15511110424995422,0.357699990272522,,0.04969999939203262,0.578000009059906,5.202000081539154,3.2192999124526978,1.615879297674969,1.395999938249588,0.13038574275211298,0.08069027367311431,0.049695469078998675,0.281076107451295,1.4891999959945679,0.29655039272430234,0.6932933927444049,0.44773331054726256,,5.337684665620327,0.003925668526650911,,,,,,,,,2.4840334519743923,2.4840334519743923,2.9173556938767433,2.9173556938767433,,,,,,,,,,,,,,,,,,,"Dustin Saenz","sa3017610",685010
"Luis Palacios","MIA",0.04879999905824661,0.0722000002861023,0.06310000270605087,5.082569897174835,0.19030000269412994,0.17229999601840973,0,0,,1,4.388000011444092,1.141700029373169,0.6029000282287598,0.5647299885749817,0.16955555975437164,0.2720000147819519,,0.04729999974370003,0.6000000238418579,5.400000214576721,2.448000133037567,2.2058823207154834,1.5260000377893448,0.13673655931564088,0.06198724112866095,0.07474931818697994,0.2806056062717507,1.4137000441551208,0.2946656307899708,0.6892669153284718,0.3944185728275325,,5.217162632197142,0.003868530269340648,,,,,,,,,2.5881465427577495,2.5881465427577495,3.0378777272999287,3.0378777272999287,,,,,,,,,,,,,,,,,,,"Luis Palacios","sa3003021",672712
"Keyshawn Askew","TBR",0.05400000140070915,0.05730000138282776,0.043699998408555984,4.245750188827515,0.5242000222206116,0.10119999945163727,0,0,,1,4.4070000648498535,0.9635999798774719,0.5127999782562256,0.47175002098083496,0.11311110854148865,0.47119998931884766,,0.06870000064373016,0.9121999740600586,8.209799766540527,4.240799903869629,1.9359083080173816,1.0179999768733978,0.20698887239320637,0.10692080380872457,0.1000680685844818,0.24917896129325293,1.4347999691963196,0.29927938831655193,0.7223189498019575,0.48640711816248167,,4.520784792304039,0.0038434409194338997,,,,,,,,,3.708073395490647,3.708073395490647,3.7342555671930313,3.7342555671930313,,,,,,,,,,,,,,,,,,,"Keyshawn Askew","sa3017916",681094
"Ike Buxton","MIA",0.04809999838471413,0.07090000063180923,0.05739999935030937,5.038110136985779,0.2644999921321869,0.15649999678134918,0,0,,1,4.504000186920166,1.0774999856948853,0.603600025177002,0.5597900152206421,0.12911111116409302,0.49140000343322754,,0.0471000000834465,0.7174999713897705,6.457499742507935,4.422600030899048,1.4601138916908165,1.1620000004768372,0.1593028289548977,0.1091030157725741,0.0501998131823236,0.27171855651513127,1.5688999891281128,0.3040790627253909,0.6953887078726924,0.4842486505025658,,5.113984872400761,0.0038379591420406277,,,,,,,,,2.8299333021044735,2.8299333021044735,3.1410554870963097,3.1410554870963097,,,,,,,,,,,,,,,,,,,"Ike Buxton","sa3020180",702034
"Robert Colina","NYM",0.05260000005364418,0.061900001019239426,0.0494999997317791,4.646069884300232,0.4120999872684479,0.1251000016927719,0,0,,1,4.375,1.0226999521255493,0.5539000034332275,0.5162299871444702,0.15377777814865112,0.3668000102043152,,0.04729999974370003,0.8425999879837036,7.5833998918533325,3.3012000918388367,2.2971645707271326,1.38400000333786,0.19259428296770367,0.0838400023324149,0.10875428063528877,0.25819888275243397,1.3894999623298645,0.293106985997908,0.7116267067874258,0.41865398942503185,,4.8112515293061735,0.0038058448028374485,,,,,,,,,3.2924133993685243,3.2924133993685243,3.443788830190897,3.443788830190897,,,,,,,,,,,,,,,,,,,"Robert Colina","sa3006133",678783
"Angel Bastardo","BOS",0.05050000175833702,0.07090000063180923,0.06069999933242798,5.2817400097846985,0.1754000037908554,0.1754000037908554,0,0,,1,4.505000114440918,1.073699951171875,0.628000020980835,0.5868600010871887,0.1469999998807907,0.4934000074863434,,0.0414000004529953,0.7847999930381775,7.063199937343597,4.4406000673770905,1.590595827179633,1.3229999989271164,0.17420643132116173,0.10952275137679449,0.06468367994436724,0.27043975678041754,1.5670999586582184,0.3049960231203395,0.6898552604731484,0.4466037881912353,,5.200840395689011,0.0037558615780786597,,,,,,,,,2.765480090677739,2.765480090677739,3.0541999638080597,3.0541999638080597,,,,,,,,,,,,,,,,,,,"Angel Bastardo","sa3009716",682785
"Matt Shoemaker",,0.05139999836683273,0.06610000133514404,0.05570000037550926,4.903740048408508,0.3073999881744385,0.14740000665187836,0,0,,1,4.383999824523926,1.0902999639511108,0.5842000246047974,0.5448600053787231,0.160444438457489,0.3287000060081482,,0.04690000042319298,0.7257999777793884,6.532199800014496,2.9583000540733337,2.208092377586986,1.4439999461174011,0.1655565709011418,0.07497719415256658,0.0905793767485752,0.27200379538734115,1.418999969959259,0.2978248696208222,0.6989413031830152,0.4329855792243561,,5.016018123179674,0.0037541528537591773,,,,,,,,,2.9165534369647506,2.9165534369647506,3.239022236317396,3.239022236317396,,,,,,,,,,,,,,,,,,,"Matt Shoemaker","4776",533167
"Jaime Melendez","HOU",0.05719999969005585,0.061900001019239426,0.061500001698732376,4.8553197383880615,0.25049999356269836,0.15950000286102295,0,0,,1,4.458000183105469,0.984499990940094,0.5795000195503235,0.5394799709320068,0.14144444465637207,0.5245000123977661,,0.04729999974370003,0.9054999947547913,8.149499952793121,4.720500111579895,1.7264060502406346,1.2730000019073486,0.20311798061076228,0.11765365429671121,0.08546432631405107,0.25333229057418344,1.50900000333786,0.2969283593988344,0.7090127669493363,0.44152808894409223,,4.998218186944723,0.003750978855597954,,,,,,,,,3.1961333073675635,3.1961333073675635,3.256822172552347,3.256822172552347,,,,,,,,,,,,,,,,,,,"Jaime Melendez","sa3010660",686459
"Matthew Kent",,0.05220000073313713,0.06859999895095825,0.0658000037074089,4.923269748687744,0.19439999759197235,0.17139999568462372,0,0,,1,4.419000148773193,1.1563999652862549,0.5906999707221985,0.547029972076416,0.14577777683734894,0.31200000643730164,,0.04919999837875366,0.5307999849319458,4.777199864387512,2.8080000579357147,1.7012819678855147,1.3119999915361404,0.12011766622802829,0.07060420817680202,0.04951345805122627,0.28498199129110924,1.4683999717235565,0.2988925525197121,0.6942120590444385,0.47499572921852024,,5.172151502966881,0.0037286732862961444,,,,,,,,,2.578293390572071,2.578293390572071,3.0828888565301895,3.0828888565301895,,,,,,,,,,,,,,,,,,,"Matthew Kent","sa875610",664236
"Jake Kalish",,0.05220000073313713,0.0681999996304512,0.06449999660253525,4.925339877605438,0.20679999887943268,0.1687999963760376,0,0,,1,4.408999919891357,1.1176999807357788,0.588100016117096,0.5472599864006042,0.1545555591583252,0.32690000534057617,,0.052000001072883606,0.6227999925613403,5.605199933052063,2.9421000480651855,1.9051697228101447,1.3910000324249268,0.14125652163239022,0.07414379933774899,0.06711272229464123,0.27733803248843664,1.444599986076355,0.2961020954800264,0.6973493621020661,0.439975176593026,,5.155362662672997,0.0037229471508994252,,,,,,,,,2.7018466383218773,2.7018466383218773,3.099677696824074,3.099677696824074,,,,,,,,,,,,,,,,,,,"Jake Kalish","sa709032",592455
"Kyle Brnovich","BAL",0.05389999970793724,0.06499999761581421,0.06279999762773514,4.7631601095199585,0.25540000200271606,0.15839999914169312,0,0,,1,4.36899995803833,1.0448999404907227,0.5673999786376953,0.5292400121688843,0.15844444930553436,0.3467999994754791,,0.049800001084804535,0.8004999756813049,7.204499781131744,3.121199995279312,2.3082467615110396,1.4260000437498093,0.18322270161813584,0.0793774325489331,0.10384526906920273,0.2630399636682348,1.3916999399662018,0.2941657780005004,0.7046035270364017,0.42196533586477336,,4.903618250787258,0.0037188828794635148,,,,,,,,,3.145593377947807,3.145593377947807,3.351422108709812,3.351422108709812,,,,,,,,,,,,,,,,,,,"Kyle Brnovich","sa3014923",686599
"Mason Montgomery","TBR",0.05510000139474869,0.06599999964237213,0.07190000265836716,4.701240241527557,0.1754000037908554,0.1754000037908554,0,0,,1,4.392000198364258,0.9853000044822693,0.5583000183105469,0.5223600268363953,0.15800000727176666,0.42320001125335693,,0.04780000075697899,0.8810999989509583,7.929899990558624,3.8088001012802124,2.0819942710811286,1.4220000654459,0.20061474479876212,0.09635701096073998,0.10425773383802214,0.2512879259509765,1.4085000157356262,0.28706754068520174,0.7160784919120305,0.3803092803854634,,4.959840492159128,0.0037092748968943104,,,,,,,,,3.2440198607742787,3.2440198607742787,3.295199867337942,3.295199867337942,,,,,,,,,,,,,,,,,,,"Mason Montgomery","29770",682254
"Efrain Contreras","PHI",0.050599999725818634,0.066600002348423,0.051600001752376556,5.05935001373291,0.3197000026702881,0.14470000565052032,0,0,,1,4.436999797821045,1.020900011062622,0.5996999740600586,0.5621500015258789,0.16544444859027863,0.4555000066757202,,0.047200001776218414,0.8353000283241272,7.517700254917145,4.099500060081482,1.8338090364042396,1.4890000373125076,0.18825784683026864,0.10265946076883091,0.08559838606143773,0.2594870919143482,1.4764000177383423,0.2916105105775309,0.7043024473317092,0.4006760229762264,,5.243318159878254,0.003684717452276871,,,,,,,,,2.8731932848691937,2.8731932848691937,3.0117221996188164,3.0117221996188164,,,,,,,,,,,,,,,,,,,"Efrain Contreras","sa3005692",678713
"Colten Schmidt",,0.05220000073313713,0.06270000338554382,0.050599999725818634,4.704300105571747,0.40049999952316284,0.1274999976158142,0,0,,1,4.394999980926514,1.0591000318527222,0.5619000196456909,0.5227000117301941,0.1459999978542328,0.37380000948905945,,0.04740000143647194,0.754800021648407,6.793200194835663,3.364200085401535,2.0192616438938287,1.313999980688095,0.17174062000548335,0.08505119706741349,0.08668942293806986,0.26652072068249083,1.4329000413417816,0.2971363646948363,0.7089947010623638,0.43201802601766953,,4.907040321081877,0.003672326154425919,,,,,,,,,3.0965399540960794,3.0965399540960794,3.3480000384151936,3.3480000384151936,,,,,,,,,,,,,,,,,,,"Colten Schmidt","sa3006765",679793
"Johan Dominguez","CHW",0.04610000178217888,0.0754999965429306,0.06379999965429306,5.120009779930115,0.1754000037908554,0.1754000037908554,0,0,,1,4.401000022888184,1.0699000358581543,0.6060000061988831,0.5688899755477905,0.18566666543483734,0.3619000017642975,,0.044599998742341995,0.7526999711990356,6.774299740791321,3.2571000158786774,2.079856224176708,1.670999988913536,0.17102930408645434,0.08223131103889392,0.08879799304756042,0.2678432919923414,1.4318000376224518,0.2893307519059718,0.7046876809331666,0.395491354866597,,5.382807069271803,0.0036413888193689474,,,,,,,,,2.620459862798452,2.620459862798452,2.8722332902252674,2.8722332902252674,,,,,,,,,,,,,,,,,,,"Johan Dominguez","sa916727",667339
"Adonys Perez","ARI",0.05260000005364418,0.06700000166893005,0.06129999831318855,4.960349678993225,0.23729999363422394,0.1623000055551529,0,0,,1,4.4730000495910645,1.0729999542236328,0.5920000076293945,0.5511499643325806,0.1353333294391632,0.45750001072883606,,0.045099999755620956,0.7458000183105469,6.712200164794922,4.1175000965595245,1.6301639362202955,1.2179999649524689,0.16673373799285565,0.10228035002384185,0.0644533879690138,0.2702498346904792,1.5304999649524689,0.3035240134520787,0.6998334453792823,0.4400526114415791,,5.0305736370384695,0.0035869763309110724,,,,,,,,,2.92940017208457,2.92940017208457,3.224466722458601,3.224466722458601,,,,,,,,,,,,,,,,,,,"Adonys Perez","sa3020114",806583
"Jack O'Loughlin","OAK",0.04919999837875366,0.07180000096559525,0.07159999758005142,4.642290115356445,0.18950000405311584,0.17249999940395355,0,0,,1,4.4070000648498535,1.0383000373840332,0.5570999979972839,0.5158100128173828,0.13322222232818604,0.4189000129699707,,0.054099999368190765,0.6969000101089478,6.27210009098053,3.7701001167297363,1.6636428468167792,1.1990000009536743,0.1581347855352689,0.09505332580117459,0.06308145973409432,0.26392984837941796,1.457200050354004,0.29159582545491636,0.7083559356376435,0.45038788792171597,,5.012129266560078,0.003548058056350727,,,,,,,,,3.0365865513682366,3.0365865513682366,3.2429110929369926,3.2429110929369926,,,,,,,,,,,,,,,,,,,"Jack O'Loughlin","22690",672552
"Jason García","MIN",0.050700001418590546,0.06679999828338623,0.05510000139474869,4.933080196380615,0.310699999332428,0.14669999480247498,0,0,,1,4.440999984741211,1.0634000301361084,0.588100016117096,0.5481200218200684,0.14177778363227844,0.41280001401901245,,0.04989999905228615,0.7746000289916992,6.971400260925293,3.715200126171112,1.8764534948780869,1.276000052690506,0.17442018276359827,0.09295204130541501,0.08146814145818326,0.267300112537703,1.4762000441551208,0.30099466891444376,0.6950710495675263,0.4392325419457524,,4.937051527947188,0.00354754452707043,,,,,,,,,3.052393201738596,3.052393201738596,3.317988831549883,3.317988831549883,,,,,,,,,,,,,,,,,,,"Jason Garcia","12143",592329
"Humberto Castellanos","ARI",0.051500000059604645,0.0681999996304512,0.05909999832510948,5.10263979434967,0.23149999976158142,0.16349999606609344,0,0,,1,4.39300012588501,1.0927000045776367,0.6035000085830688,0.5669599771499634,0.16344444453716278,0.3269999921321869,,0.053300000727176666,0.739300012588501,6.653700113296509,2.942999929189682,2.260856362007634,1.471000000834465,0.16829046014187451,0.07443659976365463,0.09385386037821988,0.27231040654755373,1.4196999967098236,0.29880025855081005,0.6853767915577287,0.3870838084358058,,5.042118091881275,0.0035473249463947015,,,,,,,,,2.886313366889954,2.886313366889954,3.212922267615795,3.212922267615795,,,,,,,,,,,,,,,,,,,"Humberto Castellanos","21183",528748
