Season,Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
2016,"Michael Lorenzen","CIN",50,7.5060171353614935,,,,,5.633793271821121,2.1098649308488175,-8.202666558159722,,,4.937777625189887,,,"Michael Lorenzen",14843,547179
2016,"Zack Godley","ARI",74.2,5.5344616229717545,,4.966218948364258,,,3.9961971229230855,,-6.273448233768858,,,0.5829203614091452,,,"Zack Godley",14862,643327
2016,"Jon Gray","COL",168,8.380222072849026,,,,,,3.2498373504555516,-5.479477028441585,,,6.041690844844505,,,"Jon Gray",14916,592351
2016,"Aaron Blair","ATL",70,7.740918486362633,,,,,4.7014284062206295,,-3.3102449378188776,,,3.3605906569112944,,,"Aaron Blair",14934,594760
2016,"Chad Kuhl","PIT",70.2,6.49000006206965,,,,,6.577287153764204,1.3406389620357428,,,,2.8879687786102295,,,"Chad Kuhl",14975,641771
2016,"Corey Knebel","MIL",32.2,9.227294921875,,,,,5.023333549499512,6.961874961853027,,-8.605214873705904,,8.529999732971191,,,"Corey Knebel",15010,608349
2016,"Alex Reyes","STL",46,9.498439584127286,,,,,8.513088450712317,,-8.754374821980795,,,4.980142313157213,,,"Alex Reyes",15015,621052
2016,"Germán Márquez","COL",20.2,6.2250526829769735,,4.5614284333728605,,,3.5449999570846558,,-5.391100006103516,,,3.575483875889932,,,"German Marquez",15038,608566
2016,"Silvino Bracho","ARI",24.2,9.363894599780702,,,,,7.853333155314128,0.45146550803348934,,,,5.182888793945312,,,"Silvino Bracho",15051,611093
2016,"Braden Shipley","ARI",70,8.717229619756475,,,,,6.842194868878621,,-7.3073010296145124,,,7.069539600835186,,,"Braden Shipley",15158,640463
2016,"Daniel Wright","- - -",39.2,9.57288978489633,,,,,7.391948006369851,3.7091303286345108,-7.06028573172433,,,7.1110078678574675,,,"Daniel Wright",15179,642229
2016,"Cody Reed","CIN",47.2,4.984111328125,,,,,,2.2823101961160006,,,,2.691454523259943,,,"Cody Reed",15232,642003
2016,"Steven Brault","PIT",33.1,7.939275715685538,,,,,,1.3869811243980936,,,,7.180175513551946,,,"Steven Brault",15291,643230
2016,"Matthew Boyd","DET",97.1,9.092507443311737,,,,,,2.6201951561904533,-2.4452631448444566,,,8.2718251739618,,,"Matthew Boyd",15440,571510
2016,"Lucas Giolito","WSN",21.1,9.320470837579258,,,,,5.380000046321324,,-9.808591600874779,,,5.747954628684304,,,"Lucas Giolito",15474,608337
2016,"Kendall Graveman","OAK",186,6.262874397688997,,3.8438528982355864,,,5.735760084661354,-0.42005465981738815,,,,2.6132228182390405,,,"Kendall Graveman",15514,608665
2016,"Chad Green","NYY",45.2,10.580122497184146,,6.167805121196964,,,7.98352463518987,-0.7570781864747098,,,,5.491363351995295,,,"Chad Green",15552,643338
2016,"Nick Wittgren","MIA",51.2,8.871703521196514,,,,,,-0.617473682604338,,,,1.4035185354727286,,,"Nick Wittgren",15594,621295
2016,"Dillon Overton","OAK",24.1,9.751914945561834,,5.690882514504826,,,,,-2.7273469263193557,,,5.029820516437828,,,"Dillon Overton",15627,592614
2016,"Masahiro Tanaka","NYY",199.2,10.155683979235198,,7.192060863698712,3.2644354756093215,,6.0215666565714,3.5739532621036023,-4.376296431929977,,,,,,"Masahiro Tanaka",15764,547888
2016,"Sean Manaea","OAK",144.2,5.908382123722838,,,,,,-0.6359206098081402,,,,0.27477492118955044,,,"Sean Manaea",15873,640455
2016,"Luis Severino","NYY",71,9.771735521094872,,7.975833813349406,,,,0.2936682300032856,,,,6.040350629572282,,,"Luis Severino",15890,622663
2016,"Odrisamer Despaigne","- - -",30.1,6.760821135147758,,6.447058733771829,,,4.168071610586984,4.9632501125335695,-5.042209292567054,,,6.217750167846679,,,"Odrisamer Despaigne",16017,628333
2016,"Edubray Ramos","PHI",40,8.592630088876147,,,,,,-1.8684905430056014,-2.5057626497947565,,,7.829999923706055,,,"Edubray Ramos",16086,591693
2016,"Carlos Rodón","CHW",165,8.837712589333872,,,,,6.006724964488637,1.8885231930159987,,,,1.960443594349936,,,"Carlos Rodon",16137,607074
