Season,Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
2014,"Randy Wolf","MIA",25.2,87.77525974548969,,88.10000174386161,,,87.59999982048484,80.20943350162146,68.79629403573496,,55.400001525878906,76.90555544252749,,,"Randy Wolf",976,150116
2014,"Bronson Arroyo","ARI",86,85.18333333333334,,,,,85.55309715056285,75.33854663645039,70.03270563089623,,,78.10225270206767,,,"Bronson Arroyo",978,276520
2014,"Joe Beimel","SEA",45,88.11862203663793,,,,,85.49964677526596,78.67499743009868,70.53703703703704,,,79.46399739583333,,,"Joe Beimel",979,346847
2014,"Ryan Vogelsong","SFG",184.2,90.46309356816293,,,,,90.13736515791815,87.84340413411458,76.9673721340388,,,83.53317049522673,,,"Ryan Vogelsong",1011,285064
2014,"Jake Peavy","- - -",202.2,89.94012511170688,,86.41932430052334,85.31744242823402,,89.92594197227191,82.16847146320812,79.62797838036704,,,81.8446490861393,,,"Jake Peavy",1051,408241
2014,"Rafael Soriano","WSN",62,91.2975679347826,,90.44000418526785,,,91.54578077936748,85.23578595317726,78.27857317243304,,,84.5,,,"Rafael Soriano",1100,400089
2014,"Marco Estrada","MIL",150.2,88.94186433901919,,,,,,,77.01867528708584,,,77.9328453563084,,,"Marco Estrada",1118,462136
2014,"Joe Nathan","DET",58,91.64702716745843,,91.05999755859375,,,91.36308462667785,86.36000124007937,81.75838926174497,,,86.35333658854167,,,"Joe Nathan",1122,150274
2014,"Jerome Williams","- - -",115,90.56020457474227,,88.748193359375,,,91.26398608889397,81.38823313993566,77.31290312736265,,,84.76411290322581,,,"Jerome Williams",1137,425532
2014,"Tommy Hunter","BAL",60.2,96.3131673687304,,92.10000291511194,,,95.78764628984064,,82.50563013497653,,,87.09999593098958,,,"Tommy Hunter",1157,488984
2014,"Adam Ottavino","COL",65,94.17820773930754,,,,,94.59722222222223,82.39803843320236,,,,87.80000305175781,,,"Adam Ottavino",1247,493603
2014,"Colby Lewis","TEX",170.1,88.7954378669276,,,,,88.06428825081169,82.9198673542693,76.81621269707207,,,83.62584123361424,,,"Colby Lewis",1259,407890
2014,"Evan Reed","DET",32.1,95.96933333333334,,,,,96.48182262073864,83.81896551724138,,,,87.5,,,"Evan Reed",1349,519175
2014,"Nick Hagadone","CLE",23.1,94.58358927719466,,,,,92.9000015258789,79.92317311356707,,,,,,,"Nick Hagadone",1351,444935
2014,"Charlie Furbush","SEA",42.1,91.86119694496269,,,,,91.5925925925926,81.19606606791339,77.60277642144098,,,87.5,,,"Charlie Furbush",1370,518703
2014,"Joaquín Benoit","SDP",54.1,94.65018315018315,,,,,94.66336176049619,89.05547160127738,,,,84.80778058122569,,,"Joaquin Benoit",1437,276542
2014,"Aaron Harang","ATL",204.1,88.70846645367412,,,,,89.22417534722223,80.79719137396694,73.88764480064656,,,83.28556902384021,,,"Aaron Harang",1451,421685
2014,"Felix Doubront","- - -",79.2,89.57085325591986,,85.58070061220761,,,89.5408514793883,,74.25652324289516,,,83.02097231975655,,,"Felix Doubront",1478,467094
2014,"John Lackey","- - -",198,91.71005340061609,,83.79063569434437,,,91.39333285108025,,78.40235236672794,,,83.56781496946839,,,"John Lackey",1507,407793
2014,"Oliver Pérez","ARI",58.2,91.45351278753027,,,,,90.85411005434783,79.07862799657535,,,,,,,"Oliver Perez",1514,424144
2014,"Sean Doolittle","OAK",62.2,94.00252844500632,,,,,93.7874984741211,,81.35143229166667,,,84.10000271267361,,,"Sean Doolittle",1581,448281
2014,"Cliff Lee","PHI",81.1,89.37168178763442,,85.9797803534836,,,89.72080362136465,79.917236328125,73.72638617621527,,,83.1034336235687,,,"Cliff Lee",1636,424324
2014,"Francisco Rodríguez","MIL",68,90.67312561758894,,,,,90.46780064821981,,76.14085127667683,,,82.97095451732673,,,"Francisco Rodriguez",1642,408061
2014,"Javier López","SFG",37.2,,,,,,85.55283564814815,79.69263466282895,72.52222357855902,,,78.75263414884868,,,"Javier Lopez",1663,425657
2014,"Chris Capuano","- - -",97.1,,,,,,89.29482912884079,81.23511904761905,74.9867172241211,,,77.94654788418708,,,"Chris Capuano",1701,425626
2014,"Jose Valverde","NYM",20.2,93.00218835538321,,,82.14482870869253,,,,,,,,,,"Jose Valverde",1726,407878
2014,"Dan Haren","LAD",186,87.63590494791667,,84.58797866235392,82.25779558982684,,87.61785714285715,,,77.47381457018928,,,,,"Dan Haren",1757,429717
2014,"Kevin Correia","- - -",154,89.82401594026821,,89.95846135066105,,,90.01886638905268,87.37148348490398,77.3424159045468,,,85.16331680961277,,,"Kevin Correia",1767,429781
2014,"Neal Cotts","TEX",66.2,90.93064831149194,,92.30000305175781,,,90.72666666666667,86.48719169679752,,,,84.83999837239584,,,"Neal Cotts",1797,425840
2014,"Matt Belisle","COL",64.2,91.32834493885869,,91.77916256586711,,,91.14917892706198,85.90519677734375,74.24285816010975,,,86.607998046875,,,"Matt Belisle",1837,279571
2014,"Edwin Jackson","CHC",140.2,92.72172147058471,,,,,92.30060961174243,85.66057205772114,79.08204073118932,,,86.44014455976277,,,"Edwin Jackson",1841,429719
2014,"Jason Frasor","- - -",47.1,91.84812250352444,,,,,90.82000122070312,82.92758620689655,,,,85.77902371066433,,,"Jason Frasor",1906,430630
2014,"Matt Thornton","- - -",36,95.13963049540682,,89.29778103298611,,,95.03375516271895,82.79565230659817,,,,,,,"Matt Thornton",1918,407819
2014,"Zack Greinke","LAD",202.1,91.78816693849022,,85.69999694824219,,,91.88258980161787,84.90945512820512,71.96317131362275,,57.92499923706055,87.05252240794573,,,"Zack Greinke",1943,425844
2014,"Iván Nova","NYY",20.2,91.92844215883028,,,,,91.77333519345238,,78.83838383838383,,,83.97691932091347,,,"Ivan Nova",1994,467100
2014,"Buddy Carlyle","NYM",31,90.91495559561966,,,,,89.82039602179276,85.7952396453373,74.24000244140625,,,81.5250015258789,,,"Buddy Carlyle",2010,234194
2014,"Clayton Kershaw","LAD",198.1,92.99979539972433,,,,,,87.52993259803921,74.03032018783244,,,88.2642822265625,,,"Clayton Kershaw",2036,477132
2014,"Justin Masterson","- - -",128.2,89.692988790827,,,,,88.35507681307725,80.69433323150785,,,,78.60000610351562,,,"Justin Masterson",2038,475416
2014,"Jorge De La Rosa","COL",184.1,92.25266631861575,,87.13519642857143,82.97846728032178,,,88.5,74.0298279879386,,,,,,"Jorge De La Rosa",2047,407822
2014,"Matt Guerrier","MIN",28,90.21764705882353,,87.36068543002136,,,89.49502546616021,,77.08260975713316,,,81.85000101725261,,,"Matt Guerrier",2061,407825
2014,"Jose Veras","- - -",46,,,,83.40707964601769,,92.78433656501004,,75.87665198237886,,,,,,"Jose Veras",2063,407842
2014,"Jeremy Guthrie","KCR",202.2,92.03512575888985,,90.37200284090909,,,92.11851588804714,85.06702481019522,75.16628502155173,,63.34999738420759,85.93244576961436,,,"Jeremy Guthrie",2072,425386
2014,"Alfredo Simon","CIN",196.1,93.43093500499002,,88.20459545617815,85.50498007968127,,94.01889763779528,,77.3170731707317,,68.59117934283088,,79.30000305175781,,"Alfredo Simon",2155,430580
2014,"Chad Qualls","HOU",51.1,,,,,,92.58514519457547,86.51483038260456,,,,84.19999694824219,,,"Chad Qualls",2170,430589
2014,"Ronald Belisario","CHW",66.1,94.65,,,,,93.84649122807018,86.36046511627907,,,,87.348388671875,,,"Ronald Belisario",2203,430613
2014,"Adam Wainwright","STL",227,90.48931934931507,,86.41206069292123,,,90.09352703073546,,74.40257045200893,,,82.72950819672131,,,"Adam Wainwright",2233,425794
2014,"Blaine Boyer","SDP",40.1,93.10531005859374,,,,,93.07739470108696,85.83651103670636,77.14138267780173,,,87.71666463216145,,,"Blaine Boyer",2237,430641
2014,"Brandon Gomes","TBR",34,91.05526572779605,,86.9755692915483,82.46747967479675,,91.42263058850365,82.57118147510593,74.1500015258789,,,,,,"Brandon Gomes",2267,460156
2014,"Joel Peralta","TBR",63.1,89.57943631796691,,85.54285539899554,81.34745203585791,,,,77.04300972465035,,,,,,"Joel Peralta",2332,407908
2014,"Anthony Varvaro","ATL",54.2,92.48349294354838,,,,,,,79.87812151227679,,,85.24615521197552,,,"Anthony Varvaro",2385,460008
2014,"Héctor Rondón","CHC",63.1,95.49677104334677,,89.86666666666666,,,95.33916083916084,83.54096267884036,,,,88.07499694824219,,,"Hector Rondon",2391,444468
2014,"Cory Rasmus","LAA",56,92.72554347826087,,,,,91.92727383700284,83.59684416118421,76.051513671875,,,85.81313895089286,,,"Cory Rasmus",2413,474284
2014,"Corey Kluber","CLE",235.2,93.66315789473684,,,,,93.11027713625866,88.68790064102564,82.46256922468355,,,84.82405721334587,,,"Corey Kluber",2429,446372
2014,"Lance Lynn","STL",203.2,92.82379201680672,,,,,91.2801144622093,87.36447625411184,79.39377432958477,,,84.99195177801724,,,"Lance Lynn",2520,458681
2014,"Eric Surkamp","CHW",24.1,89.00991896952479,,88.30000305175781,,,88.30195886948529,82.59756097560975,77.86602131371359,,,79.78510430518617,,,"Eric Surkamp",2540,474668
2014,"Wandy Rodriguez","PIT",26.2,88.66803922358247,,,,,88.17586206896551,,74.29314934717466,,,82.87077073317307,,,"Wandy Rodriguez",2586,434643
2014,"Jhoulys Chacín","COL",63.1,88.42947505482456,,87.92857142857143,,,87.4756893382353,79.30439775068682,75.01205812278369,,,81.15806136592742,,,"Jhoulys Chacin",2608,468504
2014,"Scott Atchison","CLE",72,92.1029195413961,,92.5,,,92.0999984741211,87.48775220315399,79.78084066242515,,,84.69999694824219,,,"Scott Atchison",2642,425786
2014,"Brian Matusz","BAL",51.2,90.59240671149789,,,,,90.59583536783855,84.41271351959746,76.94925518889926,,,82.53,,,"Brian Matusz",2646,451085
2014,"Brett Cecil","TOR",53.1,92.28917776639344,,90.94000244140625,,,91.93388429752066,,84.53298498376624,,,85.64827754579741,,,"Brett Cecil",2660,446399
2014,"Joba Chamberlain","DET",63,93.40384615384616,,,,,93.31818181818181,84.69912764212827,78.85135135135135,,,83.92000122070313,,,"Joba Chamberlain",2692,501955
2014,"Rick Porcello","DET",204.2,90.6973118115497,,,,,90.16692532545805,85.27945314172196,77.20714286996537,,,81.68747367399284,,,"Rick Porcello",2717,519144
2014,"Ross Detwiler","WSN",63,93.36688311688312,,,,,92.4346172626202,78.925,,,,84.79545454545455,,,"Ross Detwiler",2859,446321
2014,"Santiago Casilla","SFG",58.1,94.20694769385027,,,,,94.20084543201133,88.79051892510776,,81.3690035635965,,88.1999981219952,,,"Santiago Casilla",2873,433586
2014,"Luis Avilán","ATL",43.1,93.07801418439716,,,,,92.6577956384892,,75.08787582859848,,,81.06031436011905,,,"Luis Avilan",2882,501593
2014,"Juan Carlos Oviedo","TBR",31.2,91.89151436941964,,,,,90.20606208570075,84.31666395399306,,,,83.9116919732863,,,"Juan Carlos Oviedo",2886,434663
2014,"Zach McAllister","CLE",86,93.11766453052995,,90.75555419921875,,,92.34014610420468,82.97894608347039,77.24354799332157,,,81.19818004261364,,,"Zach McAllister",2895,502083
2014,"Jeff Locke","PIT",131.1,89.75,,,,,90.45854063018243,,,77.53603228400735,,79.35574301861702,,,"Jeff Locke",2929,502046
2014,"Kenley Jansen","LAD",65.1,94.87451171875,,93.58882693872017,,,,83.02623110911885,,,,,,,"Kenley Jansen",3096,445276
2014,"Tony Watson","PIT",77.1,,,,,,94.30367388310893,82.81229188012296,,,,86.62062256809338,,,"Tony Watson",3132,453265
2014,"Max Scherzer","DET",220.1,92.76793430611222,,91.0999984741211,,,,84.86572265625,77.23750106148098,,,83.8138360802872,,,"Max Scherzer",3137,453286
2014,"Tim Collins","KCR",21,92.27014104920815,,89.80000305175781,,,,,73.66986167594177,,,83.20741102430556,,,"Tim Collins",3164,525768
2014,"David Price","- - -",248.1,93.42975741051454,,86.90907261637524,,,93.066048372006,,79.3499984741211,79.40534298497775,,84.85351034628378,,,"David Price",3184,456034
2014,"Will Harris","ARI",29,91.7865784920302,,91.45147813424556,,,,,79.51904761904763,,,82.9,,,"Will Harris",3192,501789
2014,"Chris Young","SEA",165,85.2056726488592,,,,,,77.95866196282401,69.42173700747283,,,78.32171309621711,,,"Chris Young",3196,432934
2014,"Ervin Santana","ATL",196,92.28264212101064,,,,,91.39454900568182,83.29063433764941,,,,84.33194550304879,,,"Ervin Santana",3200,429722
2014,"Francisco Liriano","PIT",162.1,92.55861900592673,,,,,92.54893092105263,85.28156584423306,70.19999694824219,,,85.58296943231441,,,"Francisco Liriano",3201,434538
2014,"Jean Machi","SFG",66.1,92.68641656839623,,,,,92.54219055175781,,81.40719143435251,,,85.55222222222223,,,"Jean Machi",3220,466948
2014,"T.J. McFarland","BAL",58.2,90.6937484741211,,,,,90.6508158764808,84.01258375155216,,,,83.8846177321214,,,"T.J. McFarland",3237,519008
2014,"Zack Britton","BAL",76.1,94.73750305175781,,,,,95.06376378676471,82.9022243923611,,,,,,,"Zack Britton",3240,502154
2014,"Jeff Samardzija","- - -",219.2,94.5053115472561,,92.22974917763158,85.2912149749677,,94.40884733414542,85.83037904251454,,,,,,,"Jeff Samardzija",3254,502188
2014,"Juan Gutierrez","SFG",63.2,93.45117845117845,,,,,93.43031803641732,,82.35898320546407,,,86.03999837239583,,,"Juan Gutierrez",3265,434641
2014,"Jordan Walden","ATL",50,95.86852236960432,,,,,,83.32000363372093,,,,86.7782619310462,,,"Jordan Walden",3271,477229
2014,"Roberto Hernandez","- - -",164.2,90.18256041061046,,,,,90.2952065409919,83.8195016583422,,,,83.33430860657964,,,"Roberto Hernandez",3273,433584
2014,"Joe Smith","LAA",74.2,89.43204961271367,,,,,88.27899918680298,80.31152647975078,,,,,,,"Joe Smith",3281,501925
2014,"Hiroki Kuroda","NYY",199,90.78609887789575,,89,86.14082720588236,,91.04795488481228,82.74657621837798,76.03388106921487,,,,,,"Hiroki Kuroda",3283,493133
2014,"Aníbal Sánchez","DET",126,92.02053134616635,,92.00825864459397,86.88522427440633,,92.64545590060574,86.49264987244898,78.86626388365964,,,74.19869876217533,,,"Anibal Sanchez",3284,434671
2014,"Hector Noesí","- - -",172.1,92.91217821164238,,,,,92.9367088607595,87.99567952004908,80.42490126521712,,,86.88220798872874,,,"Hector Noesi",3292,456051
2014,"Chris Hatcher","MIA",56,95.26225680096418,,,87.38116130736715,,94.6561204559949,86.97763543379934,,,,,,,"Chris Hatcher",3299,501822
2014,"Darren O'Day","BAL",68.2,87.6365312983746,,,,,86.72015806686046,79.4143773828976,,,,78.20999755859376,,,"Darren O'Day",3321,503285
2014,"Matt Garza","MIL",163.1,92.55288546061885,,,,,92.23633488321799,84.27163904235728,74.33507907006049,,,85.44285365513393,,,"Matt Garza",3340,490063
2014,"Cesár Ramos","TBR",82.2,89.93682171809624,,,,,89.1750005086263,82.86687316894532,69.24038696289062,78.19999694824219,,84.05407624421296,,,"Cesar Ramos",3357,459987
2014,"Ubaldo Jiménez","BAL",125.1,90.73515886477736,,90.89999825613839,83.17041974292376,,90.0674816669862,82.53950456532922,75.5253164556962,,,,,,"Ubaldo Jimenez",3374,434622
2014,"Jumbo Díaz","CIN",34.2,97.25953003404669,,94.30000305175781,,,97.2295918367347,87.35433413114161,,,,89.8923089443109,,,"Jumbo Diaz",3397,471822
2014,"André Rienzo","CHW",64.2,91.11818234040776,,86.59541715948706,,,91.2000029592803,,78.18845012127707,,,83.91044776119404,,,"Andre Rienzo",3507,516589
2014,"Danny Duffy","KCR",149.1,93.18797654195623,,,,,93.15791417375395,,77.76814014301335,,,82.86875002724784,,,"Danny Duffy",3542,518633
2014,"Clay Buchholz","BOS",170.1,91.7113449315515,,87.64666785037879,85.432001953125,,91.2334735576923,,77.4027052765237,,,81.32261760159011,,,"Clay Buchholz",3543,453329
2014,"Carlos Frías","LAD",32.1,94.86418129081157,,89.58650716145833,,,94.02746410101233,,79.94615290715144,,,88.26444498697917,,,"Carlos Frias",3547,516910
2014,"Liam Hendriks","- - -",32.2,91.54916788736979,,,,,91.14008620689656,84.2797974865846,74.62258025138608,,,84.94571358816964,,,"Liam Hendriks",3548,521230
2014,"C.J. Wilson","LAA",175.2,90.61615549945415,,87.56139171511627,,,90.8616752320955,82.2698952732975,76.52624624537893,,,85.12277589168848,,,"C.J. Wilson",3580,450351
2014,"Brian Schlitter","CHC",56.1,92.9433349609375,,,,,92.61999562937064,83.65603111530173,,,,85.64999389648438,,,"Brian Schlitter",3599,489295
2014,"Jim Johnson","- - -",53.1,93.03783849767737,,,,,93.54271007719494,,79.61513157894737,,,87.22041040537309,,,"Jim Johnson",3656,462382
2014,"Logan Ondrusek","CIN",41,93.2891261888587,,90.72857541454081,,,93.32708740234375,,76.61838855962644,,,81.82179612379808,,,"Logan Ondrusek",3677,446185
2014,"Brandon League","LAD",63,94.75,,,85.62514848318713,,93.68275165159945,86.81613060735887,,,,,,,"Brandon League",3731,434181
2014,"Mat Latos","CIN",102.1,90.43054601648352,,91.28311948992443,80.79416865190584,,89.6355541087963,86.38457342918883,76.20230618990385,,,,,,"Mat Latos",3815,502009
2014,"Ricky Nolasco","MIN",159,90.17977528089888,,89.86666870117188,79.61052778430451,,89.84551179846939,81.51629432935393,73.83296488667582,,,,,,"Ricky Nolasco",3830,445060
2014,"Zach Duke","MIL",58.2,88.55806609122983,,,,,89.72762276785714,82.87105263157895,75.7066680372807,,,84.40555826822917,,,"Zach Duke",3840,435043
2014,"Brett Oberholtzer","HOU",143.2,89.37165178571429,,,,,89.468125,82.3066650390625,,78.8781642330786,,80.53910435267858,,,"Brett Oberholtzer",3855,519085
2014,"Rubby De La Rosa","BOS",101.2,94.02810096065157,,,,,92.86951378302845,83.00995121606334,75.56666666666666,,,86.09002743537522,,,"Rubby De La Rosa",3862,523989
2014,"Zeke Spruill","ARI",22.2,92.09791564941406,,,,,91.73719601514863,82.02499898274739,76.86666923656799,,,85.0250015258789,,,"Zeke Spruill",3873,543809
2014,"Gavin Floyd","ATL",54.1,91.78125,,85.75448545258621,,,91.83388671875,,80.8232421875,,,84.96000532670455,,,"Gavin Floyd",3886,425856
2014,"Casey Fien","MIN",63.1,92.98396294831224,,,,,92.44091242009944,87.71804511278195,78.85507246376811,,,,,,"Casey Fien",3926,502272
2014,"David Carpenter","ATL",61,95.57707288681948,,,,,95.29166666666667,85.42209453730621,,,,88.69444444444444,,,"David Carpenter",3959,502304
2014,"Edward Mujica","BOS",60,90.84576512896825,,,85.53420195439739,,90.56216348184121,83.83880921803653,,,,,,,"Edward Mujica",3970,465629
2014,"Edinson Volquez","PIT",192.2,93.16297063729868,,,,,93.03459148784498,,,79.72522874221303,,84.50723272263451,,,"Edinson Volquez",3990,450172
2014,"Allen Webster","BOS",59,92.17270518736018,,,,,91.06278766957364,84.00920245398773,76.33636474609375,,,83.61553777305825,,,"Allen Webster",3993,543903
2014,"Josh Outman","- - -",28.1,90.28342070110104,,,,,88.6783108998494,81.39999944513494,74,,,79.05454548922452,,,"Josh Outman",4004,489189
2014,"Yusmeiro Petit","SFG",117,88.79958408660468,,88.72970490408416,,,,84.17305883290817,76.96940104166667,,,82.13661202185793,,,"Yusmeiro Petit",4020,433589
2014,"Héctor Santiago","LAA",127.1,90.58583695075416,,85.48876822568516,,,90.88015361615622,81.4000015258789,76.68374468422876,,,82.7089111328125,76.93846247746394,,"Hector Santiago",4026,502327
2014,"Eury De La Rosa","ARI",36.2,89.30727095170455,,,,,87.8638446514423,84.33065719221105,73.68571174918831,,,77.00278049045139,,,"Eury De La Rosa",4055,545001
2014,"Brian Duensing","MIN",54.1,91.144578313253,,,,,90.98269680168622,81.69133860930737,72.8875020345052,,,85.1923076923077,,,"Brian Duensing",4064,488846
2014,"Pedro Strop","CHC",61,94.72142857142858,,,,,94.9804494121287,82.64373405612245,,,,88.18181818181819,,,"Pedro Strop",4070,467008
2014,"Junichi Tazawa","BOS",63,93.86371841155234,,,,87.676,,80.92374877929687,74.80195886948529,,,,,,"Junichi Tazawa",4079,547749
2014,"James Russell","- - -",57.2,88.75830258302582,,87.2698648531143,,,88.937974760804,81.05489001066789,74.92714320591517,,,80.93312024159037,,,"James Russell",4089,460701
2014,"Luke Gregerson","OAK",72.1,88.3153827373798,,88.75999755859375,,,88.27845003132832,80.84988958779444,71.65714372907367,,,77.0484390258789,,,"Luke Gregerson",4090,502381
2014,"Carlos Villanueva","CHC",77.2,89.3600533754771,,,,,88.38785046728972,83.41556534229086,75.53919499842965,,61.5,81.23598130841121,,,"Carlos Villanueva",4138,453646
2014,"Derek Holland","TEX",37,91.5,,,,,92.24396073190789,82.51085290243459,,76.15587952557732,,83.3886385830966,,,"Derek Holland",4141,502706
2014,"Jake Arrieta","CHC",156.2,93.43021201413427,,92.80000305175781,,,93.54659549520069,89.33460771276596,79.09416070385514,,,87.06102797564338,,,"Jake Arrieta",4153,453562
2014,"Jered Weaver","LAA",213.1,86.71239439924906,,86.18993157508389,,,85.81211915349144,79.3344287986527,69.37981510015409,,,77.59372008996937,,,"Jered Weaver",4235,450308
2014,"David Huff","- - -",59,91.59018831073114,,87.81770779969263,,,89.4000015258789,80.72631354081004,77.0250015258789,,,81.84907588252315,,,"David Huff",4257,453307
2014,"Mark Melancon","PIT",71,92.53552460252193,,91.75944333996024,86.93332926432292,,,,,81.24206176233906,,,,,"Mark Melancon",4264,453343
2014,"Manny Parra","CIN",36.2,92.95431935701438,,,84.19500122070312,,91.44999694824219,82.78061133555133,,,,,,,"Manny Parra",4279,448159
2014,"Justin Wilson","PIT",60,95.34414414414414,,90.02857317243304,,,94.74936956091773,,78.62272875236742,,,88.68332926432292,,,"Justin Wilson",4301,458677
2014,"Aaron Poreda","TEX",21.1,95.38535401412133,,,,,89.8066650390625,83.91941937196601,,,,87.25,,,"Aaron Poreda",4313,519145
2014,"Tyler Chatwood","COL",24,92.95317150297619,,,,,92.38827401620371,85.38837095748546,77.6470588235294,,,85.84000244140626,,,"Tyler Chatwood",4338,543022
2014,"Craig Breslow","BOS",54.1,88.74887585409968,,,,,87.95035690197842,85.09351245777027,73.29608034620098,,,77.1557849702381,,,"Craig Breslow",4363,444520
2014,"Joe Saunders","- - -",43,90.63636514963197,,,,,91.23035539899554,82.31984262617807,75.01014200846355,,,81.32684778284144,,,"Joe Saunders",4366,434578
