Season,Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
2021,"Reiss Knehr","SDP",6.206896959955739,6.206896959955739,1,0.6206896959955739,0.15503876,0.15503876,0,0.21495327102803738,1.4827587182116488,0.24705882352941178,0.68720379,124.97395627618226,118.62868489994126,155.0074016903831,4.965517567964591,4.963137688676477,0.0023798792881137842,6.561029076189499,6.209425018053248,"Reiss Knehr",21541,663753
2021,"Thomas Eshelman","BAL",3.5783135819321212,3.2530123472110195,1.1,1.9518074083266117,0.08730159,0.07936508,0.00793651,0.2956521739130435,1.5903615919698317,0.2857142857142857,0.6284153,162.189459017001,139.92456520035472,149.77635727864572,7.1566271638642425,6.386901888042383,0.7697252758218598,6.437370411831963,6.192102452955148,"Thomas Eshelman",18361,664045
2016,"Kris Medlen","KCR",6.657535116317843,7.397261240353158,0.9,0.7397261240353158,0.1512605,0.16806723,-0.01680672,0.30303030303030304,2.0547947889869884,0.35443037974683544,0.52966102,181.99013850842488,124.92820162205606,139.55385643420385,7.767124302370816,5.201355171830006,2.5657691305408106,5.912545103861499,6.1920354297022975,"Kris Medlen",9417,450665
2019,"Kyle Dowdy","TEX",6.850746658709322,7.253731756280458,0.94444444,1.6119403902845462,0.15454545,0.16363636,-0.00909091,0.2857142857142857,1.9701493659033342,0.3142857142857143,0.63451777,143.93792953428792,137.5840094311009,129.46334061803736,7.253731756280458,6.572218622134146,0.6815131341463116,5.936169858626701,6.186615096379291,"Kyle Dowdy",19285,664871
2023,"Dylan Dodd","ATL",3.9320389805780422,3.1456311844624336,1.25,2.3592233883468254,0.09146341,0.07317073,0.01829268,0.3509933774834437,1.89320395361165,0.3464566929133858,0.6928839,172.40957292077618,161.45756383817488,148.45795760107842,7.601942029117549,6.924943408036576,0.6769986210809726,6.5028407344883075,6.185947481693077,"Dylan Dodd",29928,689266
2018,"Brandon Finnegan","CIN",6.096776069141533,6.532260074080213,0.93333333,2.1774200246934043,0.13592233,0.14563107,-0.00970874,0.3068181818181818,2.032258689713844,0.3188405797101449,0.62857143,179.42884106827492,171.0706408525462,153.47206343141616,7.403228083957575,7.128174731883128,0.2750533520744467,6.220685230802307,6.184052755684665,"Brandon Finnegan",16208,605232
2016,"Tyrell Jenkins","ATL",4.5000003301180564,5.711538880534457,0.78787879,1.9038462935114855,0.10970464,0.13924051,-0.02953587,0.270935960591133,1.692307816454654,0.26506024096385544,0.73369565,141.80105897946666,170.0038170191667,143.19298163357155,5.884615816308228,6.858099116658337,-0.9734833003501091,5.933853713694413,6.179684012535504,"Tyrell Jenkins",11378,592433
2016,"Anthony Ranaudo","- - -",5.170213369181346,5.744681521312607,0.9,2.8723407606563036,0.1192053,0.13245033,-0.01324503,0.2748091603053435,1.7872342510750332,0.2524271844660194,0.54761905,224.5105188980436,189.10127514291503,156.45091619758628,9.4787245101658,8.06145457329936,1.4172699368664414,6.623549238206193,6.179042974916279,"Anthony Ranaudo",11424,519168
2016,"Henry Owens","BOS",8.590909090909092,8.181818181818182,1.05,2.0454545454545454,0.2038835,0.19417476,0.00970874,0.2804878048780488,1.9545454545454546,0.32142857142857145,0.72972973,157.8332554622091,168.9391807633041,148.68262060929305,6.954545454545454,7.055651291933927,-0.10110583738847279,6.296670458262617,6.178583602018833,"Henry Owens",13143,596064
2017,"Tyson Ross","TEX",6.61224390059315,6.795917342276293,0.97297297,1.2857140917820014,0.1512605,0.15546218,-0.00420168,0.2717948717948718,1.8367344168314306,0.3026315789473684,0.5800464,161.50747112523575,135.23430996606004,143.15146857492132,7.714284550692008,6.178047401892219,1.5362371487997883,6.281221674991912,6.1680589377142985,"Tyson Ross",7872,475115
2023,"Luis Cessa","CIN",3.807692587022971,4.153846458570514,0.91666667,1.0384616146426284,0.08333333,0.09090909,-0.00757576,0.3865546218487395,2.230769394417498,0.4095238095238095,0.60218978,193.71938935398796,116.14922506230728,128.45007578686554,9.000000660236113,5.408886671348449,3.591113988887664,5.625828893288359,6.13782490267523,"Luis Cessa",13345,570666
2023,"Jared Shuster","ATL",5.126582526029877,4.443038189225894,1.15384615,1.1962025894069714,0.13043478,0.11304348,0.0173913,0.26108374384236455,1.5000000724309643,0.27710843373493976,0.65527066,131.77178768265316,125.49818359619645,140.0388269778393,5.810126862833862,5.381622740665019,0.42850412216884237,6.1338023066451015,6.121518212015714,"Jared Shuster",27472,694363
2019,"Ty Blach","- - -",6.666669021418897,5.6666686682060625,1.17647059,2.666667608567559,0.14388489,0.12230216,0.02158273,0.3770491803278688,2.3333341574966138,0.40425531914893614,0.5019305,262.72519644058,159.61982044635295,144.85243074795454,12.000004238554014,7.473270239392304,4.526733999161711,6.568389744892922,6.114206507105698,"Ty Blach",14361,621389
