Season,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
2015,"Jeff Samardzija","CHW",214,0.31667792,0.6704481,0.50893958,0.63326226,0.86886633,0.80193822,0.54346486,23.24149956,"Jeff Samardzija",3254,502188
2017,"Kyle Crick","SFG",32.1,0.24475524,0.70532915,0.48760331,0.58571429,0.83111111,0.77288136,0.52727273,23.23982869,"Kyle Crick",13182,605195
2016,"Brett Oberholtzer","- - -",70.1,0.27868852,0.6481203,0.48105437,0.67320261,0.88399072,0.82876712,0.54777595,23.23972603,"Brett Oberholtzer",3855,519085
2019,"Caleb Ferguson","LAD",44.2,0.2248062,0.71395881,0.4842233,0.59770115,0.86217949,0.80451128,0.53033981,23.23747981,"Caleb Ferguson",19349,657571
2021,"Carson Fulmer","CIN",25.2,0.25384615,0.64361702,0.41741071,0.46969697,0.85950413,0.72192513,0.41964286,23.23636364,"Carson Fulmer",18311,608334
2018,"Yonny Chirinos","TBR",89.2,0.2852459,0.69757489,0.50572082,0.53448276,0.86298569,0.77677225,0.53470633,23.23497854,"Yonny Chirinos",16401,630023
2019,"Austin Adams","- - -",32,0.29285714,0.608,0.44150943,0.35365854,0.77631579,0.62820513,0.47169811,23.23366834,"Austin Adams",13801,613534
2020,"Logan Webb","SFG",54.1,0.20647773,0.62896825,0.41983968,0.59803922,0.85173502,0.78997613,0.50501002,23.23283984,"Logan Webb",17995,657277
2022,"Aaron Sanchez","- - -",60,0.28210526,0.63841808,0.47017893,0.67910448,0.89380531,0.83298097,0.527833,23.23255814,"Aaron Sanchez",11490,592717
2021,"Edgar Santana","ATL",42.2,0.29166667,0.68012422,0.49672131,0.51190476,0.84018265,0.74917492,0.52786885,23.23201856,"Edgar Santana",17355,650828
2016,"Keith Hessler","- - -",21.2,0.20197044,0.67149758,0.43902439,0.70731707,0.87769784,0.83888889,0.50487805,23.23051948,"Keith Hessler",12220,594857
2021,"Tyler Chatwood","- - -",32,0.25892857,0.60784314,0.40947547,0.45977011,0.86451613,0.71900826,0.43147208,23.22883295,"Tyler Chatwood",4338,543022
2018,"Casey Lawrence","SEA",23.1,0.31506849,0.70391061,0.48994975,0.62318841,0.9047619,0.80512821,0.44974874,23.22569444,"Casey Lawrence",11121,596271
2017,"Kyle Barraclough","MIA",66,0.21959459,0.62365591,0.41565217,0.40769231,0.82183908,0.70920502,0.48521739,23.22561692,"Kyle Barraclough",13713,607457
2019,"Fernando Rodney","- - -",47.2,0.29372197,0.62591687,0.45263158,0.57251908,0.84375,0.75193798,0.47836257,23.2244582,"Fernando Rodney",494,407845
2017,"Jake Faria","TBR",86.2,0.27875507,0.66140603,0.46448468,0.53398058,0.8329718,0.74062969,0.48537604,23.22263451,"Jake Faria",13699,607188
2022,"MacKenzie Gore","SDP",70,0.27099842,0.65384615,0.46135458,0.57894737,0.85539216,0.77374784,0.49721116,23.22257721,"MacKenzie Gore",22201,669022
2019,"Eric Skoglund","KCR",21,0.27184466,0.71428571,0.4835443,0.78571429,0.92592593,0.88481675,0.47848101,23.22145329,"Eric Skoglund",16155,607215
2018,"Alex Claudio","TEX",68.1,0.35064935,0.64516129,0.49624765,0.60846561,0.85588235,0.76748582,0.49437148,23.22076216,"Alex Claudio",12890,592222
2021,"Kevin Ginkel","ARI",28.1,0.25951557,0.65168539,0.44784173,0.48,0.88505747,0.76305221,0.48021583,23.21957041,"Kevin Ginkel",19876,656464
2020,"Matt Strahm","SDP",20.2,0.2578125,0.62222222,0.47077922,0.66666667,0.83928571,0.8,0.58441558,23.21719457,"Matt Strahm",13799,621381
2022,"Bruce Zimmermann","BAL",73.2,0.31406551,0.66448445,0.50353982,0.67484663,0.87931034,0.82073814,0.54070796,23.21517413,"Bruce Zimmermann",20370,669145
2015,"Dalier Hinojosa","- - -",24.2,0.27586207,0.64864865,0.47058824,0.71428571,0.82638889,0.795,0.52235294,23.21495327,"Dalier Hinojosa",15671,648737
2017,"Jaime García","- - -",157,0.26858513,0.65926558,0.45747316,0.51190476,0.86139896,0.75541516,0.48348472,23.21420323,"Jaime Garcia",8137,448802
2017,"Hyun Jin Ryu","LAD",126.2,0.26871055,0.63036963,0.44028436,0.56040268,0.84152139,0.75134553,0.47440758,23.21159975,"Hyun Jin Ryu",14444,547943
2017,"Peter Moylan","KCR",59.1,0.26269316,0.65178571,0.45615982,0.5210084,0.84931507,0.75425791,0.49722531,23.20980092,"Peter Moylan",4891,493247
2019,"Sean Doolittle","WSN",60,0.38104089,0.79850746,0.58938547,0.66829268,0.84579439,0.78830964,0.4990689,23.20915842,"Sean Doolittle",1581,448281
2018,"Max Scherzer","WSN",220.2,0.33225598,0.66890843,0.51925287,0.49416342,0.76643465,0.68898727,0.55545977,23.20831729,"Max Scherzer",3137,453286
2017,"Joely Rodríguez","PHI",27,0.28846154,0.62711864,0.44959677,0.73333333,0.84459459,0.80717489,0.47580645,23.20765027,"Joely Rodriguez",11487,570257
2019,"Frankie Montas","OAK",96,0.29945055,0.67503303,0.49090909,0.58715596,0.84148728,0.7654321,0.50976431,23.20203892,"Frankie Montas",14309,593423
2016,"Mat Latos","- - -",70,0.24482759,0.65448505,0.4534687,0.66901408,0.90609137,0.84328358,0.50930626,23.19907407,"Mat Latos",3815,502009
2018,"Matt Magill","MIN",56.2,0.24409449,0.67134269,0.45580933,0.44354839,0.85671642,0.74509804,0.49553128,23.19708995,"Matt Magill",3950,543483
2018,"James Shields","CHW",204.2,0.24463007,0.66564039,0.45181818,0.57317073,0.84551341,0.77062374,0.49212121,23.19674865,"James Shields",7059,448306
2022,"Brock Burke","TEX",82.1,0.26687117,0.65339233,0.46390977,0.63218391,0.81038375,0.76012966,0.50977444,23.19536757,"Brock Burke",17968,656271
2019,"Marcus Stroman","- - -",184.1,0.28022319,0.63591894,0.44743758,0.57079646,0.87472527,0.77386197,0.47010512,23.19464286,"Marcus Stroman",13431,573186
2017,"Daniel Stumpf","DET",37.2,0.27692308,0.61980831,0.44514107,0.74444444,0.87113402,0.83098592,0.49059561,23.19206681,"Daniel Stumpf",13780,621385
2019,"Sonny Gray","CIN",175.1,0.2769131,0.58498024,0.41574635,0.48477752,0.87297297,0.73093402,0.45065907,23.19038553,"Sonny Gray",12768,543243
2015,"Bud Norris","- - -",83,0.27747253,0.60465116,0.44139822,0.64356436,0.84841629,0.78416149,0.5010281,23.19019608,"Bud Norris",9492,502032
2019,"Roberto Osuna","HOU",65,0.35743802,0.72451193,0.53650794,0.48554913,0.78443114,0.68244576,0.48783069,23.18930636,"Roberto Osuna",13764,532077
2017,"Jason Motte","ATL",40.2,0.27352941,0.66666667,0.46070878,0.66666667,0.89805825,0.82608696,0.4761171,23.18918919,"Jason Motte",5861,435400
2021,"Zack Littell","SFG",61.2,0.28361345,0.73500967,0.51863041,0.54814815,0.80526316,0.73786408,0.52064451,23.1888587,"Zack Littell",15823,641793
2022,"Yerry De Los Santos","PIT",25.2,0.32258065,0.58208955,0.43875278,0.6125,0.92307692,0.79695431,0.44766147,23.18787879,"Yerry De Los Santos",21420,660787
2017,"Enny Romero","WSN",55.2,0.25695931,0.71751412,0.50200401,0.625,0.79265092,0.75249501,0.53206413,23.18733509,"Enny Romero",4001,544836
2016,"Jacob Barnes","MIL",26.2,0.31527094,0.69,0.50124069,0.390625,0.84782609,0.7029703,0.49627792,23.18707483,"Jacob Barnes",12323,606930
2020,"Nick Vincent","MIA",22.1,0.16546763,0.75,0.49845201,0.43478261,0.85507246,0.79503106,0.56965944,23.1826087,"Nick Vincent",7555,543883
2020,"Stefan Crichton","ARI",26,0.24120603,0.65024631,0.44776119,0.54166667,0.89393939,0.8,0.50497512,23.1799308,"Stefan Crichton",16058,592233
2019,"Noah Syndergaard","NYM",197.2,0.30298819,0.67876588,0.50388098,0.56651376,0.82174688,0.75032092,0.53460543,23.17777778,"Noah Syndergaard",11762,592789
2014,"Casey Fien","MIN",63.1,0.29126214,0.68815331,0.52231237,0.69166667,0.8278481,0.7961165,0.5821501,23.17774566,"Casey Fien",3926,502272
2015,"Scott Kazmir","- - -",183,0.28317956,0.66361855,0.48129252,0.61152882,0.85334646,0.78515901,0.5207483,23.17736567,"Scott Kazmir",4897,431148
2018,"Jared Hughes","CIN",78.2,0.35275081,0.68677043,0.50441696,0.62385321,0.8470255,0.76182137,0.4540636,23.17661389,"Jared Hughes",9325,453172
2021,"Vladimir Gutierrez","CIN",114,0.25110132,0.66088841,0.4576734,0.60526316,0.85737705,0.78878282,0.50409612,23.17642586,"Vladimir Gutierrez",19278,661269
2014,"Jeanmar Gómez","PIT",62,0.31212724,0.63800905,0.46455026,0.68789809,0.88652482,0.81548975,0.46772487,23.17620482,"Jeanmar Gomez",9033,491646
2019,"Brock Burke","TEX",26.2,0.2027027,0.66141732,0.44747899,0.75555556,0.92261905,0.88732394,0.53361345,23.17563739,"Brock Burke",17968,656271
2017,"Josh Hader","MIL",47.2,0.28011204,0.67061611,0.49165597,0.5,0.70671378,0.65274151,0.54172015,23.17235495,"Josh Hader",14212,623352
2015,"Jeff Manship","CLE",39.1,0.35737705,0.6122449,0.47090909,0.62385321,0.88,0.77220077,0.44545455,23.16919192,"Jeff Manship",6865,453249
2014,"Max Scherzer","DET",220.1,0.28613744,0.64690722,0.47905182,0.58178054,0.81832669,0.75258918,0.53472988,23.16756757,"Max Scherzer",3137,453286
2019,"Brandon Woodruff","MIL",121.2,0.29207383,0.7014218,0.51062753,0.58364312,0.84054054,0.77205154,0.53390688,23.16326531,"Brandon Woodruff",16162,605540
2020,"Taylor Widener","ARI",20,0.21468927,0.6631016,0.44505495,0.65789474,0.76612903,0.74074074,0.51373626,23.16304348,"Taylor Widener",19266,642203
2021,"Edwin Díaz","NYM",62.2,0.29327902,0.69685039,0.4984985,0.40277778,0.77683616,0.6686747,0.50850851,23.1627907,"Edwin Diaz",14710,621242
2016,"Koji Uehara","BOS",47,0.37468354,0.72086721,0.54188482,0.5472973,0.81954887,0.72222222,0.48298429,23.16129032,"Koji Uehara",9227,493157
2018,"Zack Greinke","ARI",207.2,0.30094787,0.61907895,0.45168329,0.63385827,0.82890542,0.7605245,0.47381546,23.16104229,"Zack Greinke",1943,425844
2022,"Jake Woodford","STL",48.1,0.25925926,0.70509383,0.49784792,0.70238095,0.87452471,0.83285303,0.53515065,23.16039604,"Jake Woodford",18674,663765
2020,"Joe Jiménez","DET",22.2,0.28804348,0.70243902,0.50642674,0.47169811,0.84027778,0.74111675,0.52699229,23.1590106,"Joe Jimenez",15761,641729
2020,"Mike Clevinger","- - -",41.2,0.25,0.66666667,0.45608629,0.48780488,0.80841121,0.71959459,0.49460709,23.15833333,"Mike Clevinger",12808,605182
2021,"Michael Fulmer","DET",69.2,0.29411765,0.69808028,0.48945148,0.49444444,0.83,0.72586207,0.4835443,23.15711009,"Michael Fulmer",13218,605242
2016,"Yovani Gallardo","BAL",118,0.23076923,0.61066398,0.41067175,0.71764706,0.89785832,0.84454756,0.47355884,23.15683733,"Yovani Gallardo",8173,451596
2016,"Chase Anderson","MIL",151.2,0.21186441,0.67241379,0.44528875,0.68727273,0.85284281,0.81399317,0.50683891,23.15668922,"Chase Anderson",6895,502624
2019,"Jonathan Loáisiga","NYY",31.2,0.29934211,0.60627178,0.44839255,0.46153846,0.8045977,0.68679245,0.4856176,23.15452539,"Jonathan Loaisiga",19753,642528
2018,"Ray Black","SFG",23.1,0.26,0.65517241,0.45905707,0.5,0.72932331,0.66486486,0.50372208,23.14983713,"Ray Black",14244,605143
2014,"Alex Wilson","BOS",28.1,0.26,0.66037736,0.46601942,0.65384615,0.93571429,0.859375,0.51456311,23.14864865,"Alex Wilson",9239,543935
2019,"Dan Winkler","ATL",21.2,0.34020619,0.66242038,0.48433048,0.48484848,0.83653846,0.7,0.44729345,23.1484375,"Dan Winkler",12237,595465
2021,"Brandon Workman","- - -",28,0.23571429,0.6,0.40194175,0.65151515,0.85106383,0.78743961,0.45631068,23.14477212,"Brandon Workman",11428,519443
2015,"Matt Andriese","TBR",65.2,0.29087452,0.61607143,0.45856354,0.66666667,0.87246377,0.80923695,0.51565378,23.14358323,"Matt Andriese",12022,542882
2022,"Kris Bubic","KCR",129,0.24722222,0.67005076,0.46816976,0.60299625,0.87626263,0.80736544,0.52254642,23.14234017,"Kris Bubic",21455,663460
2019,"Geoff Hartlieb","PIT",35,0.27922078,0.69565217,0.4992343,0.59302326,0.85,0.78220859,0.52833078,23.14135021,"Geoff Hartlieb",19558,664129
2019,"Zac Gallen","- - -",80,0.33879781,0.59541985,0.45998558,0.5,0.85897436,0.71943574,0.47224225,23.14118793,"Zac Gallen",19291,668678
2021,"Madison Bumgarner","ARI",146.1,0.25981873,0.6594927,0.48648649,0.60852713,0.86013986,0.80197133,0.56713165,23.1398685,"Madison Bumgarner",5524,518516
2019,"Tony Watson","SFG",54,0.34975369,0.70098039,0.52579853,0.6056338,0.83216783,0.75700935,0.5012285,23.13888889,"Tony Watson",3132,453265
2017,"Mike Fiers","HOU",153.1,0.27747467,0.62899628,0.45738204,0.65168539,0.86524823,0.80199667,0.51179604,23.13645833,"Mike Fiers",7754,571666
2018,"Fernando Rodney","- - -",64.1,0.23777403,0.63461538,0.43261803,0.56028369,0.80440771,0.73611111,0.49098712,23.13620885,"Fernando Rodney",494,407845
2014,"Joe Kelly","- - -",96.1,0.21215881,0.61730013,0.40917782,0.64327485,0.89384289,0.8271028,0.486297,23.1360424,"Joe Kelly",9761,523260
2022,"Erick Fedde","WSN",127,0.22035324,0.62632006,0.4268595,0.63740458,0.89364462,0.8286544,0.50867769,23.13253012,"Erick Fedde",17425,607200
2019,"Sam Coonrod","SFG",27.2,0.27477477,0.63478261,0.4579646,0.70491803,0.85616438,0.8115942,0.50884956,23.1305638,"Sam Coonrod",17264,656322
2019,"Stefan Crichton","ARI",30.1,0.26008969,0.63414634,0.45628998,0.55172414,0.86538462,0.78037383,0.52452026,23.1300578,"Stefan Crichton",16058,592233
2019,"Jeff Samardzija","SFG",181.1,0.27198917,0.68417597,0.48117294,0.70149254,0.86084453,0.81648199,0.5074975,23.12972012,"Jeff Samardzija",3254,502188
2019,"Robert Gsellman","NYM",63.2,0.27387387,0.67822736,0.46927374,0.55263158,0.85227273,0.76190476,0.48324022,23.12692308,"Robert Gsellman",13696,607229
2015,"Tyler Wilson","BAL",36,0.26315789,0.60689655,0.45559846,0.7,0.94886364,0.88559322,0.55984556,23.12568306,"Tyler Wilson",12691,592869
2021,"Tanner Scott","BAL",54,0.27031802,0.63519313,0.43507752,0.28104575,0.83108108,0.64365256,0.45155039,23.12564103,"Tanner Scott",17586,656945
2020,"Tanner Roark","TOR",47.2,0.24318658,0.66037736,0.43951165,0.61206897,0.81071429,0.75252525,0.47058824,23.12407681,"Tanner Roark",8753,543699
2022,"Patrick Corbin","WSN",152.2,0.29711246,0.64827586,0.47195727,0.63682864,0.88297872,0.80517381,0.49790156,23.12341772,"Patrick Corbin",9323,571578
2015,"Jim Johnson","- - -",66.2,0.32059448,0.61391304,0.48183556,0.66225166,0.90368272,0.83134921,0.54971319,23.12268188,"Jim Johnson",3656,462382
2019,"Burch Smith","- - -",21.1,0.27411168,0.70614035,0.50588235,0.68518519,0.8136646,0.78139535,0.53647059,23.12025316,"Burch Smith",12784,572143
2021,"Bruce Zimmermann","BAL",64.1,0.27224199,0.65930018,0.46244344,0.58169935,0.84636872,0.76712329,0.49140271,23.11916462,"Bruce Zimmermann",20370,669145
2015,"Tim Cooney","STL",31.1,0.2300885,0.60323887,0.42494715,0.46153846,0.9261745,0.80597015,0.52219873,23.1183432,"Tim Cooney",13762,608641
2022,"Cristian Javier","HOU",148.2,0.29669485,0.69353551,0.49138606,0.5492228,0.79401611,0.7187251,0.49060298,23.11770727,"Cristian Javier",17606,664299
2017,"Shelby Miller","ARI",22,0.11797753,0.74634146,0.45430809,0.66666667,0.80392157,0.78735632,0.53524804,23.11619718,"Shelby Miller",10197,571946
2016,"Zach Neal","OAK",70,0.3028169,0.74661509,0.54612937,0.6124031,0.89896373,0.82718447,0.54825027,23.11472868,"Zach Neal",11294,594943
2020,"Randy Dobnak","MIN",46.2,0.31127451,0.66764706,0.47326203,0.58267717,0.92951542,0.80508475,0.45454545,23.11460259,"Randy Dobnak",23798,677976
2015,"Nick Masset","- - -",25,0.2513089,0.69387755,0.4754522,0.66666667,0.875,0.82065217,0.50645995,23.11397059,"Nick Masset",7267,434665
2022,"Jose Quintana","- - -",165.2,0.32767624,0.66862416,0.47687225,0.60956175,0.88331242,0.77752117,0.43759178,23.11286348,"Jose Quintana",11423,500779
2021,"Duane Underwood Jr.","PIT",72.2,0.23809524,0.64262295,0.44774851,0.54814815,0.85459184,0.77609108,0.51826678,23.11230585,"Duane Underwood Jr.",14677,621249
2017,"Brandon Woodruff","MIL",43,0.29429429,0.69451697,0.50837989,0.69387755,0.87593985,0.82692308,0.5349162,23.11005693,"Brandon Woodruff",16162,605540
2014,"Danny Duffy","KCR",149.1,0.25297892,0.64701436,0.46893123,0.70289855,0.89135514,0.84540636,0.54805302,23.10747126,"Danny Duffy",3542,518633
2018,"Keone Kela","- - -",52,0.2720403,0.58441558,0.44004657,0.42592593,0.81111111,0.7010582,0.53783469,23.10584518,"Keone Kela",14696,605309
2016,"Kelvin Herrera","KCR",72,0.33712121,0.67081851,0.50917431,0.53370787,0.77984085,0.7009009,0.51559633,23.10427136,"Kelvin Herrera",6033,516969
2019,"Martín Pérez","MIN",165.1,0.30222841,0.68314607,0.48574522,0.63824885,0.87061404,0.79569094,0.48177553,23.10325815,"Martin Perez",6902,527048
2021,"Josh Tomlin","ATL",49.1,0.36341463,0.72110553,0.53960396,0.62416107,0.85714286,0.77752294,0.49257426,23.10273973,"Josh Tomlin",9388,458708
2021,"Reiss Knehr","SDP",29,0.24163569,0.70901639,0.46393762,0.67692308,0.84393064,0.79831933,0.47563353,23.10263158,"Reiss Knehr",21541,663753
2021,"Spencer Howard","- - -",49.2,0.22425629,0.64128257,0.4465812,0.64285714,0.8,0.76315789,0.53311966,23.10071942,"Spencer Howard",23252,675921
2021,"Trevor Rogers","MIA",133,0.3011583,0.66284201,0.4900876,0.50961538,0.79627164,0.71213547,0.52236053,23.100625,"Trevor Rogers",22286,669432
2019,"Aaron Sanchez","- - -",131.1,0.24893436,0.64575972,0.44381779,0.61986301,0.87140903,0.79960899,0.49110629,23.09958506,"Aaron Sanchez",11490,592717
2018,"Sam Freeman","ATL",50.1,0.27118644,0.647343,0.4469526,0.4609375,0.81716418,0.7020202,0.46726862,23.09445277,"Sam Freeman",6832,518693
2018,"Tony Barnette","TEX",26.1,0.27868852,0.61643836,0.46268657,0.37254902,0.8962963,0.75268817,0.54477612,23.09215017,"Tony Barnette",3555,501817
2021,"Tyler Mahle","CIN",180,0.256875,0.64473684,0.4505632,0.57177616,0.81632653,0.74652778,0.49937422,23.0919967,"Tyler Mahle",16358,641816
2017,"Austin Pruitt","TBR",83,0.29538462,0.64,0.4709434,0.59895833,0.88425926,0.79647436,0.50943396,23.09139214,"Austin Pruitt",15290,643493
2021,"Chad Kuhl","PIT",80.1,0.21428571,0.62680115,0.41364903,0.49685535,0.82528736,0.73737374,0.48328691,23.09125118,"Chad Kuhl",14975,641771
2018,"Tyler Skaggs","LAA",125.1,0.28325359,0.64214351,0.46738117,0.62837838,0.82602546,0.76769691,0.51304753,23.09011809,"Tyler Skaggs",10190,572140
2016,"Nate Jones","CHW",70.2,0.33541667,0.68085106,0.51454363,0.49068323,0.82670455,0.72124756,0.51855567,23.08923513,"Nate Jones",4696,518858
2022,"Daniel Norris","- - -",58.2,0.27458256,0.60638298,0.42913776,0.44594595,0.82105263,0.69284065,0.46580773,23.08753316,"Daniel Norris",13475,596057
2020,"Frankie Montas","OAK",53,0.27400468,0.59958932,0.44748359,0.4957265,0.83561644,0.73838631,0.53282276,23.08630952,"Frankie Montas",14309,593423
2018,"Brad Boxberger","ARI",53.1,0.22560976,0.62732919,0.42461538,0.62162162,0.79867987,0.75120773,0.49538462,23.08606557,"Brad Boxberger",10133,502202
2017,"Chad Bell","DET",62.1,0.24020443,0.66666667,0.45630252,0.65248227,0.86318408,0.80847145,0.50672269,23.08493771,"Chad Bell",10297,518445
2016,"Archie Bradley","ARI",141.2,0.24313409,0.6087963,0.43014996,0.62126246,0.87705957,0.80642202,0.51144436,23.0847185,"Archie Bradley",12918,605151
2017,"Yovani Gallardo","SEA",130.2,0.24615385,0.64959569,0.44283837,0.65277778,0.87551867,0.81206726,0.48751643,23.08333333,"Yovani Gallardo",8173,451596
2020,"Dinelson Lamet","SDP",69,0.30966469,0.62825279,0.47368421,0.42675159,0.82248521,0.6969697,0.51483254,23.08279431,"Dinelson Lamet",17186,659275
2020,"Jaime Barria","LAA",32.1,0.27586207,0.65591398,0.48336595,0.59375,0.84699454,0.78137652,0.54598826,23.08244681,"Jaime Barria",18356,642545
2017,"Alex Claudio","TEX",82.2,0.34046693,0.62540717,0.49556738,0.62285714,0.890625,0.80679785,0.54432624,23.08145363,"Alex Claudio",12890,592222
2016,"Taylor Jungmann","MIL",26.2,0.20284698,0.56578947,0.3654224,0.68421053,0.90697674,0.83870968,0.44793713,23.08064516,"Taylor Jungmann",13119,543380
2017,"Kyle Freeland","COL",156,0.2284345,0.6633282,0.44980392,0.70979021,0.87688734,0.83522232,0.50901961,23.08004327,"Kyle Freeland",16256,607536
2015,"Matt Cain","SFG",60.2,0.29979879,0.64242424,0.47076613,0.6442953,0.88679245,0.80942184,0.49899194,23.07988588,"Matt Cain",4732,430912
2015,"Steve Geltz","TBR",67.1,0.2630597,0.66368515,0.46757991,0.64539007,0.85444744,0.796875,0.51050228,23.07884856,"Steve Geltz",8402,544993
2018,"Ryan Madson","- - -",52.2,0.27445652,0.71182796,0.51860744,0.5049505,0.80060423,0.73148148,0.55822329,23.07744108,"Ryan Madson",1852,425492
2022,"Joe Musgrove","SDP",181,0.30809595,0.60333333,0.46436133,0.52068127,0.8718232,0.76215805,0.52928723,23.07480695,"Joe Musgrove",12970,605397
2017,"Jared Hughes","MIL",59.2,0.30571992,0.66501241,0.46483516,0.58709677,0.85074627,0.75413712,0.44285714,23.07453416,"Jared Hughes",9325,453172
2021,"Drew Rasmussen","- - -",76,0.26619965,0.65451664,0.47004992,0.59210526,0.82808717,0.76460177,0.5249584,23.0741573,"Drew Rasmussen",25385,656876
2014,"David Phelps","NYY",113,0.225,0.56426332,0.3943662,0.72685185,0.91666667,0.86243386,0.49921753,23.07313541,"David Phelps",6316,475479
2017,"Tommy Hunter","TBR",58.2,0.35334873,0.64220183,0.49827388,0.58823529,0.86071429,0.76443418,0.50172612,23.07278481,"Tommy Hunter",1157,488984
2014,"Jake Diekman","PHI",71,0.29402516,0.59909228,0.44949884,0.45454545,0.80808081,0.69468268,0.50963763,23.07142857,"Jake Diekman",5003,518617
2021,"Luke Jackson","ATL",63.2,0.29963899,0.67065868,0.47582938,0.47590361,0.8422619,0.72111554,0.47488152,23.07142857,"Luke Jackson",11752,592426
2016,"Josh Collmenter","- - -",41.1,0.20186335,0.62049861,0.42313324,0.69230769,0.86607143,0.82698962,0.52855051,23.06938776,"Josh Collmenter",7312,518567
2015,"Chaz Roe","BAL",41.1,0.25477707,0.57631579,0.43083573,0.5875,0.84018265,0.77257525,0.54755043,23.06903353,"Chaz Roe",9866,475054
2016,"Pat Neshek","HOU",47,0.34545455,0.61650485,0.50800582,0.67368421,0.83070866,0.78796562,0.59970888,23.0665362,"Pat Neshek",4682,450212
2021,"Ryan Borucki","TOR",23.2,0.26256983,0.56994819,0.42204301,0.42553191,0.85454545,0.72611465,0.5188172,23.06343284,"Ryan Borucki",16350,621366
2017,"Josh A. Smith","OAK",35,0.21454545,0.64026403,0.43771626,0.6440678,0.88659794,0.83003953,0.52422145,23.06175772,"Josh A. Smith",10946,595001
2022,"Nathan Eovaldi","BOS",109.1,0.33292534,0.69197397,0.52328925,0.54779412,0.85266458,0.76153846,0.53018976,23.06062992,"Nathan Eovaldi",9132,543135
2019,"Justin Shafer","TOR",39.2,0.2757732,0.70639535,0.47814208,0.57009346,0.82716049,0.74857143,0.46994536,23.05818182,"Justin Shafer",16132,596101
2021,"Joe Smith","- - -",39.2,0.29893238,0.64784946,0.49770291,0.60714286,0.8879668,0.81538462,0.56967841,23.05684211,"Joe Smith",3281,501925
2019,"Brendan McKay","TBR",49,0.25806452,0.68421053,0.48861048,0.64423077,0.82153846,0.77855478,0.54100228,23.05640244,"Brendan McKay",20186,656713
2022,"Josh Winder","MIN",67,0.2957265,0.6710775,0.47396768,0.61271676,0.88450704,0.79545455,0.47486535,23.05528256,"Josh Winder",24606,680739
2020,"Daniel Norris","DET",27.2,0.32669323,0.62761506,0.47346939,0.57317073,0.83333333,0.74137931,0.4877551,23.05449591,"Daniel Norris",13475,596057
2022,"Tommy Henry","ARI",47,0.25344353,0.69512195,0.48771022,0.59782609,0.83859649,0.77984085,0.53040103,23.05123675,"Tommy Henry",26285,674072
2018,"Matt Belisle","- - -",34.1,0.31985294,0.72757475,0.53403141,0.57471264,0.85844749,0.77777778,0.52530541,23.05097087,"Matt Belisle",1837,279571
2020,"Derek Holland","PIT",40.2,0.22701149,0.61994609,0.42976356,0.49367089,0.83913043,0.75080906,0.51599444,23.0505618,"Derek Holland",4141,502706
2020,"Trevor Rosenthal","- - -",23.2,0.29943503,0.59803922,0.45931759,0.41509434,0.74590164,0.64571429,0.53543307,23.04895105,"Trevor Rosenthal",10745,572096
2017,"Fernando Rodney","ARI",55.1,0.23684211,0.61935484,0.42231491,0.52136752,0.77777778,0.7037037,0.48488008,23.04884668,"Fernando Rodney",494,407845
2021,"Bailey Falter","PHI",33.2,0.2687747,0.66220736,0.48188406,0.60294118,0.83838384,0.77819549,0.54166667,23.0486618,"Bailey Falter",20070,663559
2015,"Kyle Barraclough","MIA",24.1,0.26530612,0.6492891,0.44298246,0.41538462,0.77372263,0.65841584,0.4627193,23.0480226,"Kyle Barraclough",13713,607457
2014,"Drew Pomeranz","OAK",69,0.24855491,0.5908347,0.43362832,0.62015504,0.87534626,0.80816327,0.54070796,23.04738761,"Drew Pomeranz",11426,519141
2020,"Danny Duffy","KCR",56.1,0.27848101,0.65031983,0.46341463,0.46969697,0.89180328,0.76430206,0.49734889,23.04591105,"Danny Duffy",3542,518633
2018,"Mike Fiers","- - -",172,0.26370968,0.63642757,0.46280992,0.66055046,0.86850829,0.81331169,0.53418482,23.04566684,"Mike Fiers",7754,571666
2021,"Austin Warren","LAA",20.1,0.29268293,0.64084507,0.45424837,0.4375,0.89010989,0.73381295,0.46405229,23.04545455,"Austin Warren",24937,681810
2016,"JC Ramírez","- - -",78.2,0.28571429,0.67248908,0.50121655,0.58974359,0.88095238,0.80744337,0.55717762,23.04535147,"JC Ramirez",8302,500724
2022,"Javier Assad","CHC",37.2,0.275,0.66666667,0.46231884,0.56565657,0.87727273,0.78056426,0.47826087,23.04474708,"Javier Assad",21741,665871
2014,"Héctor Rondón","CHC",63.1,0.29223744,0.68694097,0.51354062,0.609375,0.83854167,0.78125,0.56068205,23.04454023,"Hector Rondon",2391,444468
2021,"Matt Wisler","- - -",48.2,0.26287263,0.58851675,0.43583227,0.45360825,0.77642276,0.6851312,0.53113088,23.04429302,"Matt Wisler",12804,605538
2021,"Sam Clay","WSN",45,0.2406015,0.63118812,0.43711083,0.51041667,0.91764706,0.80626781,0.50311333,23.04399323,"Sam Clay",16279,621348
2016,"Kevin Quackenbush","SDP",59.2,0.24795082,0.61174242,0.43700787,0.65289256,0.89473684,0.82882883,0.51968504,23.04376658,"Kevin Quackenbush",12360,534812
