Season,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
2020,"Rafael Dolis","TOR",24,0.2887931,0.57142857,0.41304348,0.44776119,0.85576923,0.69590643,0.43961353,32.03020134,"Rafael Dolis",4185,503569
2021,"Giovanny Gallegos","STL",80.1,0.3561848,0.69734513,0.51213592,0.41004184,0.84517766,0.68088468,0.45711974,31.55441008,"Giovanny Gallegos",14986,606149
2014,"Junichi Tazawa","BOS",63,0.31440162,0.68965517,0.5020284,0.55483871,0.85882353,0.76363636,0.5,31.07936508,"Junichi Tazawa",4079,547749
2022,"Giovanny Gallegos","STL",59,0.34932821,0.71092077,0.52024291,0.41758242,0.80421687,0.66731518,0.47267206,30.84897959,"Giovanny Gallegos",14986,606149
2021,"Rafael Dolis","TOR",32,0.22153846,0.62815884,0.40863787,0.51388889,0.83333333,0.7398374,0.46013289,30.8108747,"Rafael Dolis",4185,503569
2014,"Joel Peralta","TBR",63.1,0.33078394,0.6254417,0.48393021,0.61849711,0.8220339,0.75521822,0.51974288,30.69329897,"Joel Peralta",2332,407908
2021,"Aroldis Chapman","NYY",56.1,0.24646465,0.62868369,0.44023904,0.3852459,0.70625,0.61764706,0.50697211,30.56094183,"Aroldis Chapman",10233,547973
2022,"Devin Williams","MIL",60.2,0.35714286,0.62389381,0.47003745,0.44545455,0.73758865,0.60956175,0.42322097,30.54522924,"Devin Williams",15816,642207
2021,"Alex Colomé","MIN",65,0.29752066,0.71570577,0.48736462,0.53333333,0.84722222,0.74259259,0.45397112,30.44010088,"Alex Colome",6661,517008
2021,"Kyle Finnegan","WSN",66,0.25905797,0.65449011,0.47394541,0.55244755,0.84651163,0.77312391,0.54342432,30.39261745,"Kyle Finnegan",15009,640448
2021,"Hirokazu Sawamura","BOS",53,0.30685921,0.70542636,0.47077577,0.42352941,0.81318681,0.66365688,0.41126461,30.13138686,"Hirokazu Sawamura",27515,617228
2016,"Joel Peralta","- - -",27.1,0.29004329,0.69259259,0.50698603,0.67164179,0.80213904,0.76771654,0.53892216,29.98898072,"Joel Peralta",2332,407908
2015,"Junichi Tazawa","BOS",58.2,0.31154684,0.67209776,0.49789474,0.57342657,0.85454545,0.76955603,0.51684211,29.98505232,"Junichi Tazawa",4079,547749
2022,"Alex Colomé","COL",47,0.28509719,0.7020649,0.46134663,0.64393939,0.90756303,0.81351351,0.42269327,29.96466431,"Alex Colome",6661,517008
2021,"Joe Kelly","LAD",44,0.27002967,0.552,0.41853933,0.41758242,0.85507246,0.72147651,0.52668539,29.9561753,"Joe Kelly",9761,523260
2016,"Junichi Tazawa","BOS",49.2,0.32643678,0.67418546,0.49280576,0.53521127,0.8401487,0.73479319,0.47841727,29.85762712,"Junichi Tazawa",4079,547749
2016,"Pedro Báez","LAD",74,0.3255814,0.69951535,0.52207131,0.54945055,0.79445727,0.72195122,0.52546689,29.84652862,"Pedro Baez",5420,520980
2021,"Victor González","LAD",35.1,0.28027682,0.61940299,0.44344704,0.50617284,0.85542169,0.74089069,0.48114901,29.83333333,"Victor Gonzalez",16408,624647
2015,"Pedro Báez","LAD",51,0.32124352,0.7324263,0.54050786,0.58870968,0.76780186,0.71812081,0.53325272,29.71478261,"Pedro Baez",5420,520980
2019,"Jay Jackson","MIL",30.1,0.31186441,0.67510549,0.47368421,0.40217391,0.75,0.62301587,0.44548872,29.71025641,"Jay Jackson",7432,543351
2015,"Joel Peralta","LAD",29,0.27727273,0.69379845,0.50209205,0.73770492,0.86592179,0.83333333,0.53974895,29.70623145,"Joel Peralta",2332,407908
2014,"Josh Lueke","TBR",30.1,0.31343284,0.69503546,0.53623188,0.66666667,0.87755102,0.82625483,0.58385093,29.66568915,"Josh Lueke",5722,518961
2021,"Tyler Clippard","ARI",25.1,0.21428571,0.72,0.46097561,0.6,0.81944444,0.76719577,0.48780488,29.5,"Tyler Clippard",5640,461325
2018,"Bud Norris","STL",57.2,0.30223124,0.67578947,0.48553719,0.54362416,0.84423676,0.74893617,0.49070248,29.48794326,"Bud Norris",9492,502032
2022,"Kenley Jansen","ATL",64,0.29082774,0.67148014,0.5014985,0.63846154,0.81451613,0.7689243,0.55344655,29.42265193,"Kenley Jansen",3096,445276
2021,"Hunter Strickland","- - -",58.2,0.26652452,0.69335938,0.48929664,0.616,0.8,0.75208333,0.52191641,29.32083333,"Hunter Strickland",7836,519326
2019,"Hunter Strickland","- - -",24.1,0.28494624,0.72131148,0.50135501,0.62264151,0.84848485,0.78378378,0.49593496,29.31835206,"Hunter Strickland",7836,519326
2021,"Kenley Jansen","LAD",69,0.28094303,0.69395018,0.49766573,0.46153846,0.77692308,0.69230769,0.52474323,29.29518856,"Kenley Jansen",3096,445276
2020,"Daniel Hudson","WSN",20.2,0.24050633,0.75909091,0.54232804,0.47368421,0.79041916,0.73170732,0.58201058,29.24285714,"Daniel Hudson",7146,543339
2019,"Justin Anderson","LAA",47,0.27878788,0.680798,0.45870536,0.47101449,0.86813187,0.73479319,0.44754464,29.23308271,"Justin Anderson",16201,605121
2016,"Joaquín Benoit","- - -",48,0.35462555,0.67724868,0.50120192,0.55279503,0.81640625,0.7146283,0.45432692,29.22479339,"Joaquin Benoit",1437,276542
2014,"Joaquín Benoit","SDP",54.1,0.35550459,0.70994475,0.51629073,0.4,0.78988327,0.64320388,0.45363409,29.18100358,"Joaquin Benoit",1437,276542
2019,"Emilio Pagán","TBR",70,0.3752495,0.69860627,0.54790698,0.50531915,0.75810474,0.67741935,0.53395349,29.17113665,"Emilio Pagan",14771,641941
2021,"Blake Parker","CLE",43.2,0.30748663,0.6460177,0.4684432,0.6173913,0.8630137,0.77844311,0.47545582,29.16699029,"Blake Parker",5224,453284
2018,"Brad Hand","- - -",72,0.25362319,0.56129032,0.41638225,0.44285714,0.77586207,0.68032787,0.52901024,29.15411356,"Brad Hand",9111,543272
2015,"Tony Sipp","HOU",54.1,0.33846154,0.66666667,0.49056604,0.51298701,0.8129771,0.70192308,0.4634434,29.1530782,"Tony Sipp",8280,448609
2020,"Alex Colomé","CHW",22.1,0.35514019,0.75657895,0.52185792,0.48684211,0.85217391,0.70680628,0.41530055,29.14015152,"Alex Colome",6661,517008
2019,"José Alvarado","TBR",30,0.24770642,0.60852713,0.40683761,0.48148148,0.81528662,0.70168067,0.44102564,29.06823529,"Jose Alvarado",17780,621237
2021,"Chris Martin","ATL",43.1,0.30181818,0.71948052,0.54545455,0.57831325,0.88447653,0.81388889,0.58333333,29.05319149,"Chris Martin",11847,455119
2021,"Emmanuel Clase","CLE",69.2,0.37109375,0.71691176,0.54924242,0.45263158,0.81025641,0.69310345,0.51515152,29.01038961,"Emmanuel Clase",21032,661403
2015,"Justin Miller","COL",33.1,0.27102804,0.69503546,0.51209677,0.55172414,0.81122449,0.7519685,0.56854839,28.98891967,"Justin Miller",8580,502522
2022,"Andrew Bellatti","PHI",54.1,0.33274021,0.65679012,0.46845915,0.44919786,0.80075188,0.65562914,0.4188211,28.96393897,"Andrew Bellatti",10657,571479
2022,"Kyle Finnegan","WSN",66.2,0.24229075,0.68280467,0.49287749,0.55454545,0.79706601,0.74566474,0.5688509,28.95769231,"Kyle Finnegan",15009,640448
2021,"Jordan Sheffield","COL",29.1,0.21991701,0.70697674,0.4495614,0.58490566,0.84868421,0.7804878,0.47149123,28.95107034,"Jordan Sheffield",19682,642068
2014,"Tony Sipp","HOU",50.2,0.29048843,0.62945368,0.46666667,0.50442478,0.80377358,0.71428571,0.51975309,28.93706294,"Tony Sipp",8280,448609
2014,"Jose Veras","- - -",46,0.19298246,0.56947608,0.3902148,0.49350649,0.86,0.77370031,0.52386635,28.91341256,"Jose Veras",2063,407842
2022,"Alex Vesia","LAD",54.1,0.28541226,0.67364017,0.48054679,0.57037037,0.74223602,0.69146608,0.50262881,28.90960452,"Alex Vesia",25007,681911
2021,"Josh Staumont","KCR",65.2,0.23327306,0.63720074,0.43339416,0.51937984,0.84104046,0.75368421,0.49543796,28.89862328,"Josh Staumont",18335,622251
2016,"Adam Liberatore","LAD",42.2,0.25,0.64835165,0.45596591,0.57647059,0.8559322,0.78193146,0.51704545,28.89421158,"Adam Liberatore",10637,571893
2020,"Kyle Finnegan","WSN",24.2,0.21674877,0.66359447,0.44761905,0.47727273,0.81944444,0.7393617,0.51666667,28.88888889,"Kyle Finnegan",15009,640448
2021,"Daniel Hudson","- - -",51.2,0.2705314,0.75166297,0.52138728,0.4375,0.78171091,0.6962306,0.52138728,28.88098918,"Daniel Hudson",7146,543339
2017,"Pedro Báez","LAD",64,0.29584775,0.76677852,0.53492334,0.58479532,0.74617068,0.7022293,0.5076661,28.87137891,"Pedro Baez",5420,520980
2016,"Cory Gearrin","SFG",48.1,0.28337875,0.64657534,0.46448087,0.54807692,0.84322034,0.75294118,0.49863388,28.85658153,"Cory Gearrin",7947,518715
2020,"Josh Staumont","KCR",25.2,0.26609442,0.61924686,0.44491525,0.43548387,0.74324324,0.65238095,0.50635593,28.83661972,"Josh Staumont",18335,622251
2021,"Hansel Robles","- - -",69,0.25137615,0.6859375,0.48607595,0.64963504,0.81776765,0.77777778,0.54008439,28.83215962,"Hansel Robles",11801,570663
2021,"Emilio Pagán","SDP",63.1,0.29566855,0.73015873,0.52003643,0.59235669,0.78743961,0.73380035,0.51639344,28.78117359,"Emilio Pagan",14771,641941
2020,"Kenley Jansen","LAD",24.1,0.33333333,0.70434783,0.52466368,0.61111111,0.75925926,0.71367521,0.51569507,28.77643505,"Kenley Jansen",3096,445276
2014,"Pedro Báez","LAD",24,0.25735294,0.78199052,0.57636888,0.62857143,0.86060606,0.82,0.60806916,28.77642276,"Pedro Baez",5420,520980
2021,"Ryan Thompson","TBR",34,0.31034483,0.64285714,0.50310559,0.66666667,0.78333333,0.75308642,0.57971014,28.77419355,"Ryan Thompson",16647,657044
2016,"Darren O'Day","BAL",31,0.38167939,0.61423221,0.49905482,0.54,0.81707317,0.71212121,0.5047259,28.77329975,"Darren O'Day",3321,503285
2019,"Greg Holland","ARI",35.2,0.30678466,0.57915058,0.42474916,0.49038462,0.88,0.72047244,0.43311037,28.75510204,"Greg Holland",7196,518813
2021,"Brad Hand","- - -",64.2,0.20040486,0.60996564,0.42193309,0.62626263,0.87042254,0.81718062,0.54089219,28.73503185,"Brad Hand",9111,543272
2021,"Mark Melancon","SDP",64.2,0.25193798,0.6461825,0.45299145,0.56153846,0.8962536,0.80503145,0.50997151,28.72608126,"Mark Melancon",4264,453343
2022,"Dominic Leone","SFG",49.1,0.39956803,0.74380165,0.55084746,0.42162162,0.82962963,0.66373626,0.43946731,28.71548822,"Dominic Leone",13763,608678
2015,"Adam Liberatore","LAD",29.2,0.24774775,0.64489796,0.45610278,0.63636364,0.81012658,0.76525822,0.52462527,28.6909621,"Adam Liberatore",10637,571893
2021,"Deolis Guerra","OAK",65.2,0.31164384,0.67729084,0.48066298,0.53846154,0.85,0.74137931,0.46224678,28.67465322,"Deolis Guerra",8410,500610
2022,"Tyler Kinley","COL",24,0.28235294,0.74634146,0.536,0.39583333,0.77777778,0.68656716,0.54666667,28.6641791,"Tyler Kinley",18297,641755
2018,"Junichi Tazawa","- - -",28,0.22649573,0.66789668,0.46336634,0.60377358,0.90607735,0.83760684,0.53663366,28.62972973,"Junichi Tazawa",4079,547749
2022,"Aroldis Chapman","NYY",36.1,0.24585635,0.60567823,0.41384389,0.57303371,0.75,0.69395018,0.46686303,28.61952191,"Aroldis Chapman",10233,547973
2019,"Carson Fulmer","CHW",27.1,0.27142857,0.68478261,0.47661871,0.53947368,0.86772487,0.77358491,0.49640288,28.57932692,"Carson Fulmer",18311,608334
2022,"Jonathan Loáisiga","NYY",48,0.32061069,0.69251337,0.50195567,0.63492063,0.83397683,0.76883117,0.48761408,28.56079855,"Jonathan Loaisiga",19753,642528
2020,"Pete Fairbanks","TBR",26.2,0.31558935,0.67105263,0.48065173,0.46987952,0.75163399,0.65254237,0.46435845,28.54395604,"Pete Fairbanks",17998,664126
2015,"Hunter Strickland","SFG",51.1,0.25886525,0.72789116,0.54495159,0.56164384,0.78193146,0.74111675,0.60995851,28.54347826,"Hunter Strickland",7836,519326
2020,"A.J. Minter","ATL",21.2,0.25870647,0.73469388,0.49370277,0.55769231,0.77777778,0.71938776,0.49370277,28.50488599,"A.J. Minter",18655,621345
2015,"Jason Frasor","- - -",28,0.23938224,0.65808824,0.45386064,0.61290323,0.88268156,0.81327801,0.51224105,28.50255102,"Jason Frasor",1906,430630
2022,"Hunter Strickland","CIN",62.1,0.25782689,0.68274583,0.46950092,0.5,0.86141304,0.76181102,0.49815157,28.50126263,"Hunter Strickland",7836,519326
2017,"José Alvarado","TBR",29.2,0.25462963,0.61382114,0.44588745,0.58181818,0.80794702,0.74757282,0.53246753,28.49107143,"Jose Alvarado",17780,621237
2014,"Phil Coke","DET",58,0.33962264,0.69736842,0.51446945,0.62962963,0.86163522,0.78333333,0.48874598,28.48503937,"Phil Coke",5535,457435
2016,"Matt Barnes","BOS",66.2,0.28058728,0.56896552,0.42078793,0.56976744,0.83636364,0.74501992,0.48616932,28.4498861,"Matt Barnes",12863,598264
2021,"Matt Foster","CHW",39,0.24046921,0.70876289,0.48971193,0.63414634,0.83636364,0.78991597,0.53223594,28.44935543,"Matt Foster",19647,641582
2021,"Devin Williams","MIL",54,0.33882784,0.61297539,0.46223565,0.44324324,0.70072993,0.59694989,0.45015106,28.43945578,"Devin Williams",15816,642207
2021,"James Karinchak","CLE",55.1,0.24,0.65271967,0.43190661,0.57575758,0.76282051,0.70720721,0.46498054,28.43398693,"James Karinchak",20151,675916
2021,"Ryne Stanek","HOU",68.1,0.25127334,0.69844021,0.47255575,0.50675676,0.78163772,0.70780399,0.4948542,28.42691415,"Ryne Stanek",15947,592773
2019,"Josh Hader","MIL",75.2,0.37681159,0.7802385,0.58472344,0.5,0.66157205,0.61111111,0.51536435,28.3992891,"Josh Hader",14212,623352
2014,"Jonathan Broxton","- - -",58.2,0.2470024,0.69358178,0.48666667,0.60194175,0.83880597,0.78310502,0.53666667,28.36391913,"Jonathan Broxton",4759,455009
2021,"Tyler Kinley","COL",70.1,0.27906977,0.73162393,0.51048951,0.47435897,0.8411215,0.74315068,0.51136364,28.35688185,"Tyler Kinley",18297,641755
2014,"Jeff Beliveau","TBR",24,0.25786164,0.5745614,0.44444444,0.6097561,0.87022901,0.80813953,0.58914729,28.33571429,"Jeff Beliveau",8504,542924
2021,"Pete Fairbanks","TBR",42.2,0.28277635,0.64935065,0.46511628,0.58181818,0.784,0.72222222,0.49741602,28.29340278,"Pete Fairbanks",17998,664126
2017,"Brad Hand","SDP",79.1,0.28264463,0.62479062,0.45257903,0.43859649,0.82841823,0.70588235,0.49667221,28.29095074,"Brad Hand",9111,543272
2021,"José Alvarado","PHI",55.2,0.22445255,0.5915493,0.39904306,0.35772358,0.82653061,0.6882494,0.47559809,28.28663239,"Jose Alvarado",17780,621237
2015,"Alex Torres","NYM",34.1,0.17682927,0.64308682,0.40375587,0.5,0.855,0.7751938,0.48669797,28.28051392,"Alex Torres",7038,456776
2019,"Brad Hand","CLE",57.1,0.32134831,0.61077844,0.47463002,0.4965035,0.82026144,0.71714922,0.52959831,28.27977044,"Brad Hand",9111,543272
2018,"Pedro Báez","LAD",56.1,0.30532787,0.73730684,0.51328374,0.51677852,0.79041916,0.70600414,0.48140276,28.27312139,"Pedro Baez",5420,520980
2017,"Joaquín Benoit","- - -",50.1,0.31235955,0.74278846,0.5203252,0.60431655,0.80582524,0.74330357,0.48315912,28.26273885,"Joaquin Benoit",1437,276542
2021,"A.J. Minter","ATL",52.1,0.28217822,0.66949153,0.49086758,0.46491228,0.7943038,0.70697674,0.53881279,28.25943396,"A.J. Minter",18655,621345
2021,"Jeurys Familia","NYM",59.1,0.29166667,0.65107212,0.47295969,0.42176871,0.86526946,0.72972973,0.50442478,28.21964529,"Jeurys Familia",5114,544727
2022,"Ryan Helsley","STL",64.2,0.34663866,0.70781893,0.52910603,0.38181818,0.78197674,0.65225933,0.50519751,28.20786517,"Ryan Helsley",18138,664854
2016,"Chris Beck","CHW",25.1,0.28174603,0.65700483,0.45098039,0.54929577,0.86029412,0.75362319,0.45098039,28.20489297,"Chris Beck",13418,571476
2014,"Juan Gutierrez","SFG",63.2,0.30909091,0.62970297,0.48042328,0.72058824,0.87106918,0.82599119,0.53439153,28.1978691,"Juan Gutierrez",3265,434641
2015,"Joaquín Benoit","SDP",65.1,0.37308348,0.7011236,0.51453488,0.52054795,0.78846154,0.6779661,0.43120155,28.1888587,"Joaquin Benoit",1437,276542
2022,"Josh Staumont","KCR",37.2,0.24736842,0.62678063,0.42954856,0.5106383,0.84545455,0.74522293,0.48016416,28.18853974,"Josh Staumont",18335,622251
2021,"Miguel Sánchez","MIL",26,0.32270916,0.74553571,0.52210526,0.50617284,0.83233533,0.72580645,0.47157895,28.17971014,"Miguel Sanchez",20074,667376
2015,"Bruce Rondón","DET",31,0.31205674,0.6369863,0.47735192,0.44318182,0.89784946,0.75182482,0.5087108,28.17191283,"Bruce Rondon",5766,541652
2018,"Joe Kelly","BOS",65.2,0.2443281,0.6345515,0.44425532,0.58571429,0.81675393,0.75478927,0.51234043,28.16374269,"Joe Kelly",9761,523260
2022,"JT Chargois","TBR",22.1,0.35849057,0.61142857,0.49101796,0.52631579,0.92523364,0.78658537,0.5239521,28.16115702,"JT Chargois",13767,608638
2016,"Daniel Hudson","ARI",60.1,0.30035971,0.69160584,0.49456522,0.62275449,0.80738786,0.75091575,0.49637681,28.15867159,"Daniel Hudson",7146,543339
2021,"Heath Hembree","- - -",58,0.27724665,0.670194,0.48165138,0.55862069,0.81052632,0.74095238,0.52018349,28.15030303,"Heath Hembree",11632,592390
2017,"Cory Gearrin","SFG",68,0.23984526,0.62773723,0.43943662,0.54032258,0.81976744,0.7457265,0.51455399,28.1500664,"Cory Gearrin",7947,518715
2019,"Cory Gearrin","- - -",55.1,0.25586354,0.63824885,0.43964563,0.66666667,0.87725632,0.81360202,0.48062016,28.1326053,"Cory Gearrin",7947,518715
2016,"Jeremy Jeffress","- - -",58,0.32997481,0.57641921,0.4619883,0.61832061,0.875,0.78987342,0.53567251,28.12871287,"Jeremy Jeffress",9490,502026
2019,"Kenley Jansen","LAD",63,0.36627907,0.68855535,0.5300286,0.57671958,0.76566757,0.70143885,0.50810296,28.1254902,"Kenley Jansen",3096,445276
2019,"Alex Colomé","CHW",61,0.3125,0.71364653,0.49641026,0.4969697,0.85893417,0.73553719,0.45846154,28.11904762,"Alex Colome",6661,517008
2019,"Joe Kelly","LAD",51.1,0.27529412,0.54824561,0.41657208,0.56410256,0.852,0.76021798,0.51759364,28.109375,"Joe Kelly",9761,523260
2017,"Greg Holland","COL",57.1,0.28735632,0.5950783,0.44331066,0.384,0.78571429,0.657289,0.50680272,28.10618067,"Greg Holland",7196,518813
2017,"Blake Parker","LAA",67.1,0.29643527,0.65583174,0.47443182,0.51265823,0.80174927,0.71057884,0.49526515,28.10387985,"Blake Parker",5224,453284
2021,"Adam Morgan","CHC",25.1,0.30932203,0.60194175,0.44570136,0.45205479,0.81451613,0.68020305,0.46606335,28.09393939,"Adam Morgan",12580,605388
2016,"Hunter Strickland","SFG",61,0.26477024,0.69945355,0.50198807,0.5785124,0.828125,0.76831683,0.54572565,28.09311741,"Hunter Strickland",7836,519326
2015,"John Axford","COL",55.2,0.22200393,0.65965583,0.44379845,0.53982301,0.84347826,0.76855895,0.50678295,28.09261745,"John Axford",9059,446099
2018,"Jeurys Familia","- - -",72,0.29055258,0.65396825,0.48278757,0.38650307,0.83252427,0.70608696,0.52896725,28.07407407,"Jeurys Familia",5114,544727
2018,"Danny Coulombe","OAK",23.2,0.31188119,0.57291667,0.43908629,0.52380952,0.79090909,0.69364162,0.48730964,28.06896552,"Danny Coulombe",13293,543056
2022,"Hirokazu Sawamura","BOS",50.2,0.3015873,0.67,0.47681332,0.61654135,0.84328358,0.7680798,0.47562426,28.05813953,"Hirokazu Sawamura",27515,617228
2019,"Luis García","LAA",62,0.29830508,0.63815789,0.44646272,0.48295455,0.86941581,0.72376874,0.43594646,28.0577957,"Luis Garcia",6984,472610
2021,"Robert Stephenson","COL",46,0.27747253,0.63275434,0.46414602,0.58415842,0.80784314,0.74438202,0.52542373,28.01824818,"Robert Stephenson",13594,596112
2019,"Kirby Yates","SDP",60.2,0.32706767,0.67280164,0.49265426,0.53448276,0.75987842,0.68190855,0.47894221,28.01319261,"Kirby Yates",9073,489446
2018,"Silvino Bracho","ARI",31,0.35123967,0.68273092,0.51934827,0.57647059,0.75882353,0.69803922,0.50712831,28.00837989,"Silvino Bracho",15051,611093
2017,"Francisco Rodríguez","DET",25.1,0.18974359,0.58898305,0.40835267,0.54054054,0.82014388,0.76136364,0.54756381,27.99675325,"Francisco Rodriguez",1642,408061
2022,"Matt Foster","CHW",45,0.26086957,0.715,0.49739583,0.65625,0.85314685,0.80366492,0.52083333,27.96289753,"Matt Foster",19647,641582
2021,"Daniel Bard","COL",65.2,0.22902098,0.67131783,0.46343468,0.42748092,0.80600462,0.71808511,0.52999178,27.94475761,"Daniel Bard",7115,453268
2016,"Francisco Rodríguez","DET",58.1,0.26638478,0.65765766,0.45583424,0.53174603,0.82876712,0.73923445,0.48418757,27.93610698,"Francisco Rodriguez",1642,408061
2021,"Jacob Barnes","- - -",28.2,0.28104575,0.68560606,0.46842105,0.53488372,0.82872928,0.7340824,0.46315789,27.90398126,"Jacob Barnes",12323,606930
2016,"Santiago Casilla","SFG",58,0.30923695,0.6199095,0.45531915,0.58441558,0.85766423,0.75934579,0.47021277,27.90015129,"Santiago Casilla",2873,433586
2021,"Josh Sborz","TEX",59,0.29765886,0.71933472,0.48563485,0.4494382,0.8265896,0.69847328,0.44578313,27.89578164,"Josh Sborz",18323,622250
2020,"Brad Hand","CLE",22,0.2345679,0.595,0.43370166,0.55263158,0.82352941,0.75796178,0.55248619,27.88970588,"Brad Hand",9111,543272
2017,"Darren O'Day","BAL",60.1,0.29941292,0.61663286,0.45517928,0.59477124,0.84210526,0.75929978,0.49103586,27.87416332,"Darren O'Day",3321,503285
2015,"Sergio Romo","SFG",57.1,0.3646789,0.59478673,0.47785548,0.51572327,0.72908367,0.64634146,0.49184149,27.86423841,"Sergio Romo",9817,489265
2016,"Kenley Jansen","LAD",68.2,0.33,0.72268908,0.56482412,0.4469697,0.7744186,0.6975089,0.59798995,27.86192469,"Kenley Jansen",3096,445276
2019,"Jerry Blevins","ATL",32.1,0.28239203,0.61478599,0.43548387,0.58823529,0.82911392,0.74485597,0.46057348,27.86057692,"Jerry Blevins",7841,460283
2022,"Emilio Pagán","MIN",63,0.31826401,0.70979021,0.51733333,0.58522727,0.78817734,0.72680412,0.50844444,27.84844869,"Emilio Pagan",14771,641941
2022,"Ryan Thompson","TBR",42.2,0.31132075,0.60110803,0.46539028,0.61616162,0.85714286,0.78164557,0.53166421,27.83950617,"Ryan Thompson",16647,657044
2016,"Jason Grilli","- - -",59,0.28469751,0.63636364,0.45131086,0.5125,0.79503106,0.70124481,0.47378277,27.82316314,"Jason Grilli",521,276351
2019,"Pedro Báez","LAD",69.2,0.33895447,0.72379032,0.51423324,0.62189055,0.75766017,0.70892857,0.45546373,27.80199253,"Pedro Baez",5420,520980
2020,"Matt Andriese","LAA",32,0.27935223,0.65612648,0.47,0.50724638,0.89156627,0.7787234,0.506,27.78021978,"Matt Andriese",12022,542882
2016,"Brian Ellington","MIA",33,0.27099237,0.71959459,0.50896057,0.56338028,0.83568075,0.76760563,0.53046595,27.76558603,"Brian Ellington",17233,623395
2016,"Jeanmar Gómez","PHI",68.2,0.29461279,0.5634058,0.42408377,0.72,0.88424437,0.82510288,0.48167539,27.75582822,"Jeanmar Gomez",9033,491646
2015,"Francisco Rodríguez","MIL",57,0.34813084,0.62155388,0.48004837,0.46308725,0.85887097,0.71032746,0.48246675,27.7555938,"Francisco Rodriguez",1642,408061
2022,"Chris Martin","- - -",56,0.30623306,0.71106557,0.53675613,0.59292035,0.81268012,0.75869565,0.56942824,27.74308943,"Chris Martin",11847,455119
2020,"Yu Darvish","CHC",76,0.30177515,0.64551084,0.49436253,0.4379085,0.80815348,0.70877193,0.56027754,27.74185766,"Yu Darvish",13074,506433
2017,"Cam Bedrosian","LAA",44.2,0.28346457,0.61256545,0.44823067,0.4537037,0.82905983,0.71052632,0.50065531,27.72924188,"Cam Bedrosian",13360,592135
2014,"Yoervis Medina","SEA",57,0.27494908,0.61386139,0.42793296,0.57777778,0.88306452,0.77545692,0.45139665,27.70351759,"Yoervis Medina",10498,500721
2021,"Craig Kimbrel","- - -",59.2,0.31547619,0.60165975,0.45537525,0.32075472,0.75862069,0.60356347,0.48884381,27.70350404,"Craig Kimbrel",6655,518886
2020,"Bryan Garcia","DET",21.2,0.25,0.75625,0.4939759,0.6744186,0.88429752,0.82926829,0.48192771,27.70338983,"Bryan Garcia",19457,650530
2017,"Bud Norris","LAA",62,0.26758148,0.68774704,0.46280992,0.46794872,0.83908046,0.72420635,0.46464646,27.69625,"Bud Norris",9492,502032
2022,"James Karinchak","CLE",39,0.25706941,0.54285714,0.38494318,0.46,0.79532164,0.67158672,0.44744318,27.68714012,"James Karinchak",20151,675916
2014,"Jason Frasor","- - -",47.1,0.23002421,0.61165049,0.42060606,0.65263158,0.85714286,0.80115274,0.49939394,27.67839196,"Jason Frasor",1906,430630
2017,"Chris Beck","CHW",64.2,0.21153846,0.6932409,0.45343777,0.66942149,0.8825,0.83301344,0.50217581,27.67105263,"Chris Beck",13418,571476
2015,"Jason Grilli","ATL",33.2,0.38297872,0.64590164,0.51959114,0.55555556,0.8071066,0.71803279,0.51959114,27.66746411,"Jason Grilli",521,276351
2020,"Tyler Clippard","MIN",26,0.26415094,0.66176471,0.45913462,0.64285714,0.77037037,0.73298429,0.49038462,27.66559486,"Tyler Clippard",5640,461325
2021,"Ryan Helsley","STL",47.1,0.25536993,0.67098446,0.45465839,0.5046729,0.84942085,0.74863388,0.47950311,27.64735945,"Ryan Helsley",18138,664854
2022,"Noé Ramirez","ARI",50,0.30071599,0.62823529,0.46563981,0.57936508,0.82022472,0.74300254,0.5035545,27.64667747,"Noe Ramirez",12800,598287
2019,"Cam Bedrosian","LAA",61.1,0.29343629,0.59072581,0.43885602,0.46052632,0.85324232,0.71910112,0.48915187,27.64228723,"Cam Bedrosian",13360,592135
2017,"Matt Barnes","BOS",69.2,0.24363057,0.63986014,0.4325,0.47058824,0.82513661,0.72061657,0.47666667,27.62905028,"Matt Barnes",12863,598264
2021,"Cam Bedrosian","- - -",25,0.23430962,0.69432314,0.45940171,0.55357143,0.85534591,0.77674419,0.48931624,27.62716763,"Cam Bedrosian",13360,592135
2016,"Dan Jennings","CHW",60.2,0.27,0.60910816,0.44401168,0.56296296,0.91588785,0.81140351,0.51314508,27.61005435,"Dan Jennings",8073,543359
2022,"Mark Melancon","ARI",56,0.25829384,0.67456897,0.47629797,0.58715596,0.86900958,0.79620853,0.52370203,27.6035313,"Mark Melancon",4264,453343
2014,"Joe Nathan","DET",58,0.27175844,0.62525458,0.43643264,0.56862745,0.8990228,0.78913043,0.4658444,27.59973046,"Joe Nathan",1122,150274
2017,"Joe Kelly","BOS",58,0.28373016,0.65830116,0.47358121,0.65734266,0.81818182,0.77066116,0.50684932,27.58616188,"Joe Kelly",9761,523260
2016,"Justin Miller","COL",42.2,0.22375691,0.68,0.46325459,0.65432099,0.82352941,0.78470255,0.52493438,27.58227848,"Justin Miller",8580,502522
2019,"Sam Dyson","- - -",62.1,0.25587467,0.6875,0.49232586,0.68367347,0.86833856,0.82494005,0.54781582,27.57606838,"Sam Dyson",11710,473879
