Season,Name,Team,IP,FA-X,FT-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,NameASCII,PlayerId,MLBAMID
2016,"Neftalí Feliz","PIT",53.2,-6.313593600906488,,,,,-7.714138162547145,3.229356233654104,,,,-7.4711108737521705,,,"Neftali Feliz",18,491703
2016,"Xavier Cedeño","TBR",41.1,-0.7217269345938441,,,,,2.072499910990397,,-2.831831466319949,,,1.2425000667572021,,,"Xavier Cedeno",36,458584
2016,"Bartolo Colon","NYM",191.2,-4.2413042835567305,,,,,-9.027225980198924,1.0975000169542102,,,,-7.805702776948283,,,"Bartolo Colon",375,112526
2016,"CC Sabathia","NYY",179.2,1.0059961313462464,,,,,8.845155044599807,-5.604576259985902,,,,6.794730363491767,,,"CC Sabathia",404,282332
2016,"Fernando Rodney","- - -",65.1,-3.50582530197588,,,,,-7.385690706649977,,,,,-9.118475736805193,,,"Fernando Rodney",494,407845
2016,"Jason Grilli","- - -",59,-7.533181560528392,,,,,-10.12814783166956,6.505616836347605,,,,-9.984999876755934,,,"Jason Grilli",521,276351
2016,"Ryan Vogelsong","PIT",82.1,-5.167140144318458,,,,,-8.116047659320031,-0.5099999881334336,2.410418701171875,,,-7.509381755014484,,,"Ryan Vogelsong",1011,285064
2016,"Jake Peavy","SFG",118.2,-7.0765201442844266,,-0.4085364603889998,,,-9.284057529994419,0.632857118334089,2.440372900235451,,,-8.06948930503678,,,"Jake Peavy",1051,408241
2016,"Marco Estrada","TOR",176,-1.9838940096389721,,1.414584053512168,,,,,4.786433490953947,,,-5.7284375480473555,,,"Marco Estrada",1118,462136
2016,"Tommy Hunter","- - -",34,-3.5825833638509113,,0.9104950593249632,,,-7.358687400817871,,5.807127769957197,,,-3.3333333333333335,,,"Tommy Hunter",1157,488984
2016,"Matt Bush","TEX",61.2,-3.366572158141706,,,,,-8.331999969482421,4.31016015625,7.398241065014368,,,-6.230000019073486,,,"Matt Bush",1246,456713
2016,"Adam Ottavino","COL",27,-3.1630768409142127,,1.7832142966134208,,,-6.06135063666802,8.19102684227196,,,,,,,"Adam Ottavino",1247,493603
2016,"Colby Lewis","TEX",116.1,-4.532110554370062,,,,,-8.477906692859738,2.9095340851814515,6.328274197048611,,,-7.081874847412109,,,"Colby Lewis",1259,407890
2016,"Blake Wood","CIN",76.2,-6.839465515442404,,,,,-7.712129946108218,2.3776221970122258,,,,-5.68896554530352,,,"Blake Wood",1345,502028
2016,"Andrew Bailey","- - -",43.2,1.081301697029555,,3.732216170027449,-3.819999933242798,,,,5.8170400390625,,,,,,"Andrew Bailey",1368,457732
2016,"Joaquín Benoit","- - -",48,-6.8699105398995535,,,,,-9.088218250493894,-0.08161492673506648,,,,-7.938340710055444,,,"Joaquin Benoit",1437,276542
2016,"John Lackey","CHC",188.1,-3.918763194279258,,2.8920092811171756,,,-8.726480706694163,,4.348459428035248,,,-8.75519268329327,,,"John Lackey",1507,407793
2016,"Oliver Pérez","WSN",40,8.490038871765137,,,,,11.71728515625,-6.992112565748762,,,,-3.740000009536743,,,"Oliver Perez",1514,424144
2016,"Sean Doolittle","OAK",39,5.020362446326335,,,7.958846459021935,,,,-1.8491891397012246,,,,,,"Sean Doolittle",1581,448281
2016,"Francisco Rodríguez","DET",58.1,-5.1223135421525186,,,,,-7.900969904119318,,6.783299714616201,,,-6.782913488353018,,,"Francisco Rodriguez",1642,408061
2016,"Javier López","SFG",26.2,,,,,,10.711869236680329,0.8808601953650034,-4.358499908447266,,,10.451739103897758,,,"Javier Lopez",1663,425657
2016,"Chris Capuano","MIL",24,,,,,,11.035523623511905,-0.6328813585184389,-2.052222145928277,,,9.165591660366264,,,"Chris Capuano",1701,425626
2016,"Matt Belisle","WSN",46,-4.162172589983259,,,,,-6.486499786376953,1.359952818672612,6.3168182373046875,,,-4.494999885559082,,,"Matt Belisle",1837,279571
2016,"Edwin Jackson","- - -",84,-0.6759445805393478,,,,,-7.511111259460449,2.046928576060704,4.2942858784138656,,,-7.444091103293679,,,"Edwin Jackson",1841,429719
2016,"Ryan Madson","OAK",64.2,-7.091983621162281,,0.04048780406393656,,,-9.904225524042694,,,,,-5.594441731770833,,,"Ryan Madson",1852,425492
2016,"Matt Moore","- - -",198.1,8.46387338253316,,2.067905297150483,,,11.917628925308408,,,-2.340082594185821,,10.366698342647279,,,"Matt Moore",1890,519043
2016,"Zack Greinke","ARI",158.2,-1.392764701095282,,,,,-6.407222202845982,4.205454488787476,6.788378152147684,,,-6.835528221558989,,,"Zack Greinke",1943,425844
2016,"Iván Nova","- - -",162,-5.90559365715779,,,,,-8.979199421356327,-2.005781203508377,3.0568544599745007,,,-7.85664810907273,,,"Ivan Nova",1994,467100
2016,"Clayton Kershaw","LAD",149,0.693837188010992,,,,,7.508181485262784,-2.564513182883006,-0.8571650900202006,,,8.271428789411273,,,"Clayton Kershaw",2036,477132
2016,"Jorge De La Rosa","COL",134,8.468253475256864,,3.347290075462283,7.556212903924489,,8.877143205915178,2.697857175554548,-3.2671806822789398,,,6.462758557549838,,,"Jorge De La Rosa",2047,407822
2016,"Chien-Ming Wang","KCR",53.1,-6.359761555989583,,,-7.946842394377056,,-9.265728502983414,-1.7221177045036764,3.443333307902018,,,,,,"Chien-Ming Wang",2074,425426
2016,"Alfredo Simon","CIN",58.2,-4.578181960365989,,-0.33589040852028484,-6.344212958153258,,-7.796762460965482,,5.8059200744628905,,-2.396000099182129,,,,"Alfredo Simon",2155,430580
2016,"Chad Qualls","COL",32.2,,,,,,-8.347314137085355,2.5413150154583826,,,,-8.523000335693359,,,"Chad Qualls",2170,430589
2016,"Adam Wainwright","STL",198.2,-2.959299575879378,,2.231303859835042,,,-8.131031084443013,,9.09994103773585,,,-7.271829000333461,,,"Adam Wainwright",2233,425794
2016,"Blaine Boyer","MIL",66,-4.414372217932413,,,,,-8.289208138343131,0.9334193075856855,3.763009673183404,,,-3.518571581159319,,,"Blaine Boyer",2237,430641
2016,"Joel Peralta","- - -",27.1,-4.817207307635613,,,-6.014733378092448,,,,4.024883625119231,,,,,,"Joel Peralta",2332,407908
2016,"Héctor Rondón","CHC",51,-4.413476132025346,,,,,-8.264756878602851,2.789320690227005,,4.960000038146973,,-9.772381010509672,,,"Hector Rondon",2391,444468
2016,"Cory Rasmus","LAA",24.2,-3.2270589342304303,,,,,-8.716666539510092,3.7681187922411628,5.3968334515889484,,,-6.807692056173806,,,"Cory Rasmus",2413,474284
2016,"Corey Kluber","CLE",215,-2.1712476257884172,,,,,-7.275750275330396,2.861712367238562,9.964586846543002,,,-6.021034398572199,,,"Corey Kluber",2429,446372
2016,"Eric Surkamp","OAK",38.2,3.486988435840975,,,,,7.873525496009442,,-3.2161869625393433,,,8.943859434964365,,,"Eric Surkamp",2540,474668
2016,"Jhoulys Chacín","- - -",144,-2.873924443287215,,1.1244762011936733,,,-7.8417513572563555,7.227070024818372,7.123790965360754,,,-5.4052840146151455,,,"Jhoulys Chacin",2608,468504
2016,"Brett Cecil","TOR",36.2,5.078789777816481,,0.4266666571299235,,,9.350672795222355,,-0.11930232824281205,,,8.361842105263158,,,"Brett Cecil",2660,446399
2016,"Joba Chamberlain","CLE",20,-2.468304015042489,,,,,-7.334999847412109,1.606885190869941,4.365853658536586,,,,,,"Joba Chamberlain",2692,501955
2016,"Rick Porcello","BOS",223,-4.283736533307015,,,,,-8.08362347146739,2.4356182001479505,8.974659562366167,,,-6.909095260015143,,,"Rick Porcello",2717,519144
2016,"Ross Detwiler","- - -",48.2,7.845999908447266,,,,,10.811589085778525,-1.9939130700152854,,,,9.383451276120887,,,"Ross Detwiler",2859,446321
2016,"Santiago Casilla","SFG",58,-5.170566007026337,,,,,-8.600056850876417,0.04527950583037382,,6.506967012999488,,-9.216087009595787,,,"Santiago Casilla",2873,433586
2016,"Zach McAllister","CLE",52.1,-6.404430917593149,,0.7019607880536247,,,-8.874809941159018,4.717142638706026,5.198829934952107,,,-8.40750002861023,,,"Zach McAllister",2895,502083
2016,"Jeff Locke","PIT",127.1,4.036641523573134,,,,,8.430249536018906,,,-0.5052142483847482,,5.163946415304606,,,"Jeff Locke",2929,502046
2016,"Kenley Jansen","LAD",68.2,-2.2191380467908135,,2.1118455417591036,,,,3.1682256883190525,,,,,,,"Kenley Jansen",3096,445276
2016,"Tony Watson","PIT",67.2,,,,,,11.056680786661255,0.9714130733324133,,,,12.78381300158074,,,"Tony Watson",3132,453265
2016,"Max Scherzer","WSN",228.1,-7.921090118155992,,-2.1759322861493646,,,-8.676969585996686,0.592983974922453,3.8744095696343317,,,-9.471662534762881,,,"Max Scherzer",3137,453286
2016,"David Price","BOS",230,7.093367376247374,,2.369285527314985,,,10.27375803964231,,,-2.1685231364192292,,10.804043665436655,,,"David Price",3184,456034
2016,"Will Harris","HOU",64,-0.9270175465366297,,2.974451334125196,,,,,8.104022848195044,,,,,,"Will Harris",3192,501789
2016,"Chris Young","KCR",88.2,-2.1954959840987516,,,,,,2.996353094592066,,,,-2.1015151630748403,,,"Chris Young",3196,432934
2016,"Ervin Santana","MIN",181.1,-2.9127758658506018,,,,,-6.693137374578738,4.252681745377379,,,,-5.283583919558905,,,"Ervin Santana",3200,429722
2016,"Francisco Liriano","- - -",163,5.845147076775046,,,,,9.674112896066257,-0.13717723949789415,-2.547499895095825,,,9.454448559704948,,,"Francisco Liriano",3201,434538
2016,"T.J. McFarland","BAL",24.2,8.80746502943442,,,,,11.180160114471924,-2.423939329205137,,,,10.046122648278061,,,"T.J. McFarland",3237,519008
2016,"Zack Britton","BAL",67,3.129999876022339,,,,,7.380192824043094,-4.750650024414062,,,,,,,"Zack Britton",3240,502154
2016,"Jeff Samardzija","SFG",203.1,-6.48831261610139,,-1.7378585720260524,-7.122758536503233,,-9.794052299989703,0.05855823312361007,3.178996013350276,,,-9.693846482496996,,,"Jeff Samardzija",3254,502188
2016,"Joe Smith","- - -",52,-10.294444105360244,,,,,-10.113848218730851,8.123598272150213,,,,-9.115749740600586,,,"Joe Smith",3281,501925
2016,"Aníbal Sánchez","DET",153.1,-2.035538755614182,,1.3171098301176392,-6.9518543655323874,,-6.081260200395976,3.4295262172632386,3.8917648016237747,,,-3.7219999516010285,,,"Anibal Sanchez",3284,434671
2016,"Chris Hatcher","LAD",40.2,-3.818463246756737,,0.7610638395268866,-6.145789430852522,,-7.702856881277902,2.345548371345766,,,,,,,"Chris Hatcher",3299,501822
2016,"Darren O'Day","BAL",31,-7.291733934700145,,,,,-8.571101819054554,4.387773273371849,,,,,,,"Darren O'Day",3321,503285
2016,"Matt Garza","MIL",101.2,-3.59550012827215,,,,,-6.675837843244609,2.1555987608085556,4.903846153846154,,,-5.429671991066854,,,"Matt Garza",3340,490063
2016,"Cesár Ramos","TEX",47.2,8.737404793604023,,,,,,0.4754762025106521,-6.098487405215993,,,9.670245002297793,,,"Cesar Ramos",3357,459987
2016,"Ubaldo Jiménez","BAL",142.1,-4.925158459893589,,1.167777783340878,-6.25773271568391,,-7.98318517614294,5.127907449021537,7.741734499187139,,,,,,"Ubaldo Jimenez",3374,434622
2016,"Jumbo Díaz","CIN",43,-2.5465074650894794,,,,,-7.2900000939002405,4.9018848678828535,,,,-5.968095325288319,,,"Jumbo Diaz",3397,471822
2016,"Danny Duffy","KCR",179.2,4.200164617494095,,,,,7.75624571683114,3.490000009536743,-2.9748397362537875,,-0.6961538608257587,9.689122398098736,,,"Danny Duffy",3542,518633
2016,"Clay Buchholz","BOS",139.1,-3.8782715974030673,,0.8599178776359166,-4.524782429570737,,-7.09647543123453,,9.290523565383184,,,-5.547038922991072,,,"Clay Buchholz",3543,453329
2016,"Liam Hendriks","OAK",64.2,-2.30499998874928,,,,,-5.6137855090395945,1.4249180861509563,3.5616981938200176,,,-4.9525001525878904,,,"Liam Hendriks",3548,521230
2016,"Clayton Richard","- - -",67.2,9.509385828386273,,,,,12.17920367485654,2.493600082397461,2.528727219321511,,,9.856530611206885,,,"Clayton Richard",3551,453385
2016,"Tony Barnette","TEX",60.1,-0.6944999694824219,,4.626951819435161,-4.079596008917298,,-6.324971861758475,6.856851648401331,9.534680954953457,,,,,,"Tony Barnette",3555,501817
2016,"Jim Johnson","ATL",64.2,-3.2657798277128727,,,,,-8.406750229404567,,3.318646653254229,,,-7.909295740261884,,,"Jim Johnson",3656,462382
2016,"Mat Latos","- - -",70,-1.4203614614096032,,1.6156625977481704,0.8677957275862335,,-4.275105202948297,1.956168246046405,3.281969691767837,,,-4.278133532206217,,,"Mat Latos",3815,502009
2016,"Ricky Nolasco","- - -",197.2,-4.025333333333333,,,-5.351666833600428,,-8.511692682902018,2.2107968640860363,8.791507444519928,,,,,,"Ricky Nolasco",3830,445060
2016,"Zach Duke","- - -",61,3.4268235150505513,,,,,8.650666599647671,-3.9121428650695007,-7.385048059316782,,,7.8095456903631035,,,"Zach Duke",3840,435043
2016,"Brett Oberholtzer","- - -",70.1,6.355804262853195,,,,,9.117377666090938,4.00604651695074,,-0.9799999647502657,,7.150379103057238,,,"Brett Oberholtzer",3855,519085
2016,"Rubby De La Rosa","ARI",50.2,-5.716074289369189,,,,,-8.714000008322976,4.119999969354733,6.645713806152344,,,-7.652941044639139,,,"Rubby De La Rosa",3862,523989
2016,"Gavin Floyd","TOR",31,-4.6258789733216,,-0.5204166571299235,,,-9.097026928051099,,5.18801254367236,,,-5.9199998038155695,,,"Gavin Floyd",3886,425856
2016,"Enrique Burgos","ARI",41.1,-4.5148385746687785,,,-2.216476641203228,,-9.199999809265137,3.649999952501824,,,,,,,"Enrique Burgos",3895,542609
2016,"Casey Fien","- - -",39.1,-2.5731562110672757,,,,,-6.191224390146684,-0.09520322908230913,5.3432692014254055,,,,,,"Casey Fien",3926,502272
2016,"Edinson Volquez","KCR",189.1,-6.425162638040414,,,,,-8.97217057192498,,,5.336595671346997,,-6.953584679001046,,,"Edinson Volquez",3990,450172
2016,"Enny Romero","TBR",45.2,7.149364406779661,,1.9799024628429878,,,,0.5865625143051147,,,,13.59000015258789,,,"Enny Romero",4001,544836
2016,"Yusmeiro Petit","WSN",62,-2.877849521431872,,0.33040001094341276,,,,-0.5658522925593636,6.881401353580936,,,-4.56916022846717,,,"Yusmeiro Petit",4020,433589
2016,"Héctor Santiago","- - -",182,,,0.5701807091035038,,,8.582685189478239,-1.965254164011465,-4.382710465760988,,,10.892114001592953,8.69566650390625,,"Hector Santiago",4026,502327
2016,"Pedro Strop","CHC",47.1,-4.843684324744152,,,,,-8.544963753136406,2.2886740331491713,,,,-2.455438446580318,,,"Pedro Strop",4070,467008
2016,"Junichi Tazawa","BOS",49.2,-3.625145773285801,,,,-6.290237862723214,-6.930000305175781,6.355729420979817,6.464247982058905,,,,,,"Junichi Tazawa",4079,547749
2016,"Luke Gregerson","HOU",57.2,-2.189873417721519,,0.3392857142857143,,,-4.861871644771299,5.817031224568685,,,,-2.880000008477105,,,"Luke Gregerson",4090,502381
2016,"Carlos Villanueva","SDP",74,-2.893904976222826,,,,,-7.559496578754195,3.0386499741498163,6.239000028722426,,8.277999877929688,-3.9473377949482686,,,"Carlos Villanueva",4138,453646
2016,"Derek Holland","TEX",107.1,4.899565520109953,,,,,9.217329353149188,2.5454669994312327,,1.1172262595517792,,7.724481105804443,,,"Derek Holland",4141,502706
2016,"Jake Arrieta","CHC",197.1,-5.91143961206475,,,,,-8.395664457640896,3.3840286336480614,5.7636566162109375,,,-9.376509903261326,,,"Jake Arrieta",4153,453562
2016,"Jered Weaver","LAA",178,-1.5443488698542194,,,,,-6.132351583962912,4.383433591654373,6.584886668183657,,,-6.775326377467105,,,"Jered Weaver",4235,450308
2016,"David Hernandez","PHI",72.2,-6.752356696245909,,,,,-9.091948993389423,,6.187598107318129,,,-5.308888753255208,,,"David Hernandez",4259,456696
2016,"Mark Melancon","- - -",71.1,-1.9215493000728983,,2.6963621951627497,-3.1449999809265137,,,,,3.8038220261082505,,,,,"Mark Melancon",4264,453343
2016,"Matt Albers","CHW",51.1,-5.786428724016462,,,,,-9.63491951307683,1.3275268327805303,4.743333604600695,,,-6.115371209099179,,,"Matt Albers",4300,458006
2016,"Justin Wilson","DET",58.2,4.251660983845339,,-0.6918620668608567,,,8.0425138846456,,-2.6628570556640625,,,,,,"Justin Wilson",4301,458677
2016,"Tyler Chatwood","COL",158,-0.8740978493724516,,2.562812566757202,,,-5.916501658695339,,5.818032686827613,,,-3.8145998868075286,,,"Tyler Chatwood",4338,543022
2016,"Jeremy Hellickson","PHI",189,-8.044652497366574,,-1.8326308727264404,,,-9.75610531740083,-1.1145907907723531,5.2720947265625,1.7288631200790405,,-7.173335369968914,,,"Jeremy Hellickson",4371,476451
2016,"Jonathon Niese","- - -",121,5.64122438072262,,0.0594279786287728,,,9.796063496028863,0.24454545974731445,-2.4929775173744457,,,7.771400912372386,,,"Jonathon Niese",4424,477003
2016,"Jordan Zimmermann","DET",105.1,-4.5164078033722195,,,,,-9.227999877929687,1.5337100163691462,3.3261504215476787,,,-7.848909135298295,,,"Jordan Zimmermann",4505,519455
2016,"Jason Hammel","CHC",166.2,-4.815147740321522,,,,,-8.338371992533187,2.5099473826892744,5.865729784443431,,,-8.42183115784551,,,"Jason Hammel",4538,434628
2016,"Chris Smith","OAK",24.2,-7.355523878528226,,,,,,,4.980000254872081,4.147930642832881,,-7.700613599304759,,,"Chris Smith",4544,434672
2016,"Brandon McCarthy","LAD",40,-6.211497672328865,,-3.1501460179795315,,,-8.01863980102539,,4.886435707016747,,,,,,"Brandon McCarthy",4662,435221
2016,"Pat Neshek","HOU",47,,,,,,-8.572172357794944,1.7683871689663138,,,,-3.8885415395100913,,,"Pat Neshek",4682,450212
2016,"Nate Jones","CHW",70.2,-3.8125,,,,,-7.870753361628606,1.230171904922528,8.328333536783854,,,-9.565000534057617,,,"Nate Jones",4696,518858
2016,"Matt Cain","SFG",89.1,-4.86529336428509,,,,,-7.9365518504175645,1.8396457263401575,7.601767251657885,,,-5.748784291810094,,,"Matt Cain",4732,430912
2016,"Jonathan Broxton","STL",60.2,-3.6789285848428914,,,,,-7.510035738031915,1.828136562560656,4.6014284406389505,,,,,,"Jonathan Broxton",4759,455009
2016,"Félix Hernández","SEA",153.1,-3.1986042083810067,,,,,-7.512592320520966,1.5005714416503906,6.360347568379345,,,-6.811933186848958,,,"Felix Hernandez",4772,433587
2016,"Matt Shoemaker","LAA",160,-3.223326932466947,,,,,-7.928899667941884,1.2886559271043347,,6.878214154924665,,-5.682892877112326,,,"Matt Shoemaker",4776,533167
2016,"Rich Hill","- - -",110.1,8.59068878286439,,,,,12.6786840338456,-5.624375104904175,-8.300183371753013,-8.574999618530274,,9.475160906391759,,,"Rich Hill",4806,448179
2016,"Joe Blanton","LAD",80,-3.969276720412234,,,,,-7.008456441380034,1.7551001599143328,3.0683244035050676,,,-7.533194647894965,,,"Joe Blanton",4849,430599
2016,"Mike Montgomery","- - -",100,8.254691799331761,,4.05794932580119,,,,,-4.84765041330473,,,10.294121613373628,,,"Mike Montgomery",4869,543557
2016,"Brandon Maurer","SDP",69.2,-5.900541555386382,,,,,-8.50975594869474,2.691850912295148,,,,-7.3743792764501634,,,"Brandon Maurer",4878,543506
2016,"Peter Moylan","KCR",44.2,,,,,,-9.949477466184701,3.295330834295963,,,,-8.378888448079428,,,"Peter Moylan",4891,493247
2016,"Scott Kazmir","LAD",136.1,4.023205096905048,,1.705213628263555,,,7.213639183208154,0.349025435366873,-0.6967832125150241,,,7.919186161341292,,,"Scott Kazmir",4897,431148
2016,"Jon Lester","CHC",202.2,5.283471284441158,,-0.18171476872546158,,,8.565840965961186,,-5.445852791157582,,,8.807078175730519,,,"Jon Lester",4930,452657
2016,"Fernando Salas","- - -",73.2,-3.7280605059050465,,,,,-7.814999675750732,,,1.4339326008428794,,-5.663564323198678,,,"Fernando Salas",4971,477569
2016,"Cole Hamels","TEX",200.2,6.0522970497061355,,1.8149532710280374,,,9.6997518219073,,-1.693640549641583,,,9.497828217066498,,,"Cole Hamels",4972,430935
2016,"Fernando Abad","- - -",46.2,3.908926125340814,,4.7799999713897705,,,7.5999293797452685,,,-2.6551414345795252,,6.669884784405048,,,"Fernando Abad",4994,472551
2016,"Jake Diekman","TEX",53,,,,,,10.946003099835286,1.0470386554243227,,,,8.571666717529297,,,"Jake Diekman",5003,518617
2016,"Josh Fields","- - -",35,-1.4387434515029347,,,,,,3.503333409627279,,3.6590345711543644,,-6.122592926025391,,,"Josh Fields",5070,451661
2016,"Jeurys Familia","NYM",77.2,-4.280526144462719,,,,,-8.209439310213414,1.7790687962582237,,,,,,,"Jeurys Familia",5114,544727
2016,"Mike Pelfrey","DET",119,-6.64074080961722,,,-5.29166154054265,,-9.052229320384837,1.4490257018651718,4.978762754459971,,,,,,"Mike Pelfrey",5203,460059
2016,"Wade LeBlanc","- - -",62,6.429363666881215,,1.3353877515208965,,,9.435330630399058,-1.4479999701182047,-3.573384739802434,,,9.527844432385987,,,"Wade LeBlanc",5221,453281
2016,"Chris Tillman","BAL",172,-3.7808393138323644,,0.9797221996166088,,,,3.365613970840186,,3.881178095569349,,-5.420794421737031,,,"Chris Tillman",5279,501957
2016,"Jose Alvarez","LAA",57.1,7.320925002581222,,,,,10.825596310314118,0.5651860200157461,-2.640535627092634,,,9.506256955961941,,,"Jose Alvarez",5358,501625
2016,"Michael Pineda","NYY",175.2,-2.6917306350314028,,0.932345637568721,,,-5.07341450016673,1.129411232412158,,,,-7.647738017733135,,,"Michael Pineda",5372,501381
2016,"Brad Peacock","HOU",31.2,-4.838262727361848,,,,,,8.337806357106855,,8.272500124844639,,-8.534117754767923,,,"Brad Peacock",5401,502748
2016,"Pedro Báez","LAD",74,-3.599515047940341,,,,,-7.045545543323864,1.0539409534351245,,,,-6.201333414713542,,,"Pedro Baez",5420,520980
2016,"Jesse Chavez","- - -",67,-3.526298284091563,,0.5052401613460358,,,-7.896865389240322,2.3540476844424294,7.606039821511448,,,-6.8229852932602615,,,"Jesse Chavez",5448,445926
2016,"Arodys Vizcaíno","ATL",38.2,-5.34499994913737,,,,,-8.16564792176039,1.3898859640491326,,,,-7.199999491373698,,,"Arodys Vizcaino",5498,527055
2016,"Dana Eveland","TBR",23,3.4006665547688804,,,,,12.59971762603184,-6.977368514503588,,,,8.655714307512556,,,"Dana Eveland",5508,445968
2016,"Madison Bumgarner","SFG",226.2,5.376272124961396,,0.2612310490323844,,,8.481590964577414,-0.34787877400716144,-5.645884707431332,,,8.658205211672009,,,"Madison Bumgarner",5524,518516
2016,"Boone Logan","COL",46.1,7.110169491525424,,,,,9.719126284701153,1.2608247363536227,,,,6.034999847412109,,,"Boone Logan",5525,457429
2016,"Tyler Clippard","- - -",63,-2.810126582278481,,,-0.7267136461857898,,,,3.419285569872175,,,-5.950769368008044,,,"Tyler Clippard",5640,461325
2016,"Junior Guerra","MIL",121.2,-2.29134829071554,,,-0.001520623251334908,,-7.9514280046735495,1.9040740684226707,2.649782705998075,,,,,,"Junior Guerra",5702,448855
2016,"Tim Lincecum","LAA",38.1,-0.103495923484244,,,,,-4.336008935765835,3.58022223578559,3.7319718481789175,,,-2.0071512266646985,,,"Tim Lincecum",5705,453311
2016,"Eric O'Flaherty","ATL",28.2,4.146865616983442,,,,,8.485836213406134,-1.3341270325675842,,,,8.123332977294922,,,"Eric O'Flaherty",5746,447714
2016,"Bruce Rondón","DET",36.1,-4.401572569895215,,,,,,1.4618357782778533,,,,-8.544444613986546,,,"Bruce Rondon",5766,541652
2016,"Jhan Mariñez","- - -",62.1,-5.336477987421383,,,,,-9.176164558711445,0.6438666449652778,,,,,,,"Jhan Marinez",5830,501697
2016,"Jason Motte","COL",23.2,-4.011131321143241,,1.0457070861199889,,,,,1.550952366420201,,,-5.315714154924665,,,"Jason Motte",5861,435400
2016,"Danny Salazar","CLE",137.1,-5.278713629959948,,,,,-8.638732025588768,2.2457159793738164,3.816268693155317,,,-4.46849397129231,,,"Danny Salazar",5867,517593
2016,"Gonzalez Germen","COL",40.2,-6.217599223572531,,,,,-8.272123500279017,-1.0186274659399892,,,,-6.391102464893196,,,"Gonzalez Germen",5876,542674
2016,"Jonathan Papelbon","WSN",35,-8.567354424055232,,,-8.413368626644736,,-10.754444546169704,0.7384403473740324,,,,,,,"Jonathan Papelbon",5975,449097
2016,"Randall Delgado","ARI",75,-3.889630394774827,,,,,-7.229909903187292,1.9713690621512276,,,,-6.809632245232077,,,"Randall Delgado",5985,517414
2016,"Kelvin Herrera","KCR",72,-4.714144320101352,,,,,-7.890444916073639,6.9308488953788325,7.12873041062128,,,-8.538564549814357,,,"Kelvin Herrera",6033,516969
2016,"Albert Suárez","SFG",84,-4.350918438969826,,,,,-7.312590762123543,3.4853071246230813,8.23768812610257,,,-8.123978580336972,,,"Albert Suarez",6175,544150
2016,"Dellin Betances","NYY",73,-2.0943080357142856,,,,,,,6.352494430541992,7.401919739773766,,,,,"Dellin Betances",6216,476454
2016,"Trevor Cahill","CHC",65.2,-6.098521556024966,,,,,-9.656438181778222,-4.659354679046139,,5.403272767500444,,-7.267189972592096,,,"Trevor Cahill",6249,502239
2016,"Scott Feldman","- - -",77,-0.7314285702175565,,3.1635971984131444,,,-6.948328879732376,,9.28592578275704,,,-6.547222278736256,,,"Scott Feldman",6283,444857
2016,"David Phelps","MIA",86.2,-4.521493713712432,,0.12604507071072937,,,-9.305948016287266,1.7545139524671767,,6.408674676734281,,-9.383684258711966,,,"David Phelps",6316,475479
2016,"John Danks","CHW",22.1,6.603826108186142,,1.6032835547603779,,,10.744666544596354,,-1.92974364451873,,,9.545282903707252,,,"John Danks",6329,433579
2016,"Chris Archer","TBR",201.1,-2.168906717283086,,,,,,4.112880753610108,,,,-6.162123813424059,,,"Chris Archer",6345,502042
2016,"Jake Odorizzi","TBR",187.2,-2.147945415195959,,3.380386426253019,-4.91486969695157,,-5.089179525246625,5.542145064200513,7.404732973520993,,,,,,"Jake Odorizzi",6397,543606
2016,"Trevor May","MIN",42.2,-2.566719386888587,,,,,-6.215000152587891,4.6549314734053935,8.330925835503471,,,-4.9029998779296875,,,"Trevor May",6398,543507
2016,"Vance Worley","BAL",86.2,-1.948638756237729,,1.2348550506260083,,,-6.398311930856887,2.005712956967561,,6.946315885844983,,-4.77055549621582,,,"Vance Worley",6435,474699
2016,"Kevin Jepsen","- - -",49.2,-2.7001078997471537,,,,,-6.4149121736225325,,4.702008235404681,,,-6.513678128602074,,,"Kevin Jepsen",6475,448178
2016,"Steve Cishek","SEA",64,-6.987500190734863,,,,,-10.037613065520217,7.772756452222998,,,,-10.066363941539418,,,"Steve Cishek",6483,518553
2016,"Blaine Hardy","DET",25.2,3.5280823032605593,,-1.0792307731432793,,,,,-1.6928750991821289,,,10.276464597143308,,,"Blaine Hardy",6499,543278
2016,"Alex Cobb","TBR",22,-7.155608646453373,,,,,,,,4.311860550281613,,-6.252882948866835,,,"Alex Cobb",6562,502171
2016,"Tom Koehler","MIA",176.2,-4.38984462906608,,,,,-7.444714798210816,2.298639973958333,,4.703791705295767,,-7.582610933651478,,,"Tom Koehler",6570,543408
2016,"Marc Rzepczynski","- - -",47.2,9.569999694824219,,,,,11.137035138920602,-0.7178261061221505,,,,9.553065023114604,,,"Marc Rzepczynski",6612,519240
2016,"Brad Brach","BAL",79,-4.44025819197945,,,-8.819786991633421,,-8.706579107987253,2.9631490504488034,,,,,,,"Brad Brach",6627,542960
2016,"Carlos Carrasco","CLE",146.1,-6.493977494673295,,,,,-8.813700358072916,-0.001314874545100651,3.395916414414188,,,-5.915524145401201,,,"Carlos Carrasco",6632,471911
2016,"Jim Henderson","NYM",35,-5.523962172022405,,,,,,3.6074359600360575,,,,,,,"Jim Henderson",6653,449104
